duty_median_Thorax,duty_median_Abdomen,duty_median_Tot
0.5,0.487010796,0.5
0.5,0.486486486,0.5
0.5,0.486486486,0.496575342
0.5,0.485714286,0.5
0.5,0.485714286,0.5
0.5,0.485714286,0.5
0.5,0.482352941,0.5
0.5,0.482352941,0.5
0.5,0.482352941,0.5
0.5,0.480769231,0.5
0.5,0.47826087,0.5
0.5,0.47826087,0.5
0.5,0.47826087,0.5
0.5,0.47826087,0.5
0.5,0.47826087,0.5
0.5,0.477272727,0.5
0.5,0.47826087,0.496575342
0.5,0.477766798,0.491882692
0.5,0.477272727,0.492537313
0.5,0.477272727,0.496575342
0.5,0.477272727,0.492537313
0.5,0.477272727,0.492537313
0.5,0.475,0.5
0.5,0.472222222,0.5
0.5,0.472222222,0.5
0.5,0.475,0.5
0.5,0.475,0.5
0.5,0.475,0.493150685
0.5,0.476635514,0.5
0.5,0.475,0.5
0.5,0.472222222,0.5
0.5,0.472222222,0.5
0.5,0.472222222,0.5
0.5,0.477272727,0.493150685
0.5,0.477272727,0.5
0.5,0.477272727,0.492843999
0.5,0.475,0.5
0.5,0.477272727,0.5
0.5,0.475,0.496575342
0.5,0.475,0.496575342
0.5,0.477272727,0.492300403
0.5,0.477272727,0.5
0.5,0.477766798,0.492300403
0.5,0.477272727,0.491645781
0.5,0.477272727,0.492843999
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.475817757,0.5
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.47826087,0.5
0.5,0.47826087,0.5
0.5,0.47826087,0.5
0.5,0.477766798,0.5
0.5,0.477272727,0.5
0.5,0.47826087,0.5
0.4,0.413333333,0.5
0.620689655,0.547169811,0.488372093
0.483516484,0.458333333,0.5
0.5,0.477272727,0.493150685
0.5,0.47826087,0.492843999
0.5,0.477272727,0.493488923
0.5,0.477272727,0.493488923
0.5,0.477272727,0.491645781
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.477272727,0.49691358
0.5,0.477272727,0.492063492
0.5,0.477272727,0.493150685
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.47826087,0.5
0.5,0.477272727,0.5
0.5,0.47826087,0.490566038
0.5,0.47826087,0.5
0.5,0.47826087,0.5
0.5,0.47826087,0.5
0.5,0.47826087,0.5
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.47826087,0.5
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.477272727,0.5
0.5,0.475,0.492945326
0.5,0.476190476,0.49122807
0.5,0.47826087,0.491068581
0.5,0.477272727,0.492300403
0.5,0.477272727,0.5
0.5,0.477272727,0.491645781
0.5,0.477272727,0.488636364
0.5,0.477272727,0.493242009
0.5,0.477272727,0.49691358
0.5,0.475,0.492063492
0.5,0.477272727,0.490909091
0.5,0.477272727,0.491645781
0.5,0.475,0.492537313
0.5,0.475,0.487804878
0.5,0.475,0.488372093
0.5,0.475,0.489795918
0.5,0.472222222,0.489995998
0.5,0.472727273,0.489795918
0.5,0.471143174,0.489995998
0.504349142,0.470588235,0.489795918
0.5,0.471698113,0.489795918
0.5,0.469471333,0.489795918
0.5,0.470588235,0.488504228
0.5,0.469471333,0.488888889
0.5,0.468085106,0.490566038
0.5,0.46835443,0.491068581
0.504273504,0.466666667,0.490566038
0.503759398,0.466666667,0.490566038
0.506139732,0.466666667,0.490566038
0.510204082,0.466666667,0.48957881
0.509090909,0.465116279,0.489361702
0.510204082,0.46531676,0.490566038
0.509259259,0.465116279,0.489795918
0.504505967,0.465116279,0.489361702
0.509259259,0.464,0.489795918
0.507944515,0.465116279,0.489795918
0.510638298,0.464,0.488630491
0.510204082,0.463414634,0.488372093
0.510204082,0.464285714,0.489361702
0.510204082,0.464285714,0.488888889
0.510638298,0.463414634,0.488372093
0.510638298,0.463414634,0.488372093
0.510638298,0.462962963,0.48957881
0.511111111,0.464285714,0.488372093
0.511111111,0.463414634,0.488088486
0.511111111,0.463414634,0.487804878
0.511111111,0.463414634,0.487804878
0.511111111,0.463188799,0.487804878
0.511111111,0.461538462,0.487804878
0.511111111,0.461538462,0.487804878
0.511111111,0.462962963,0.487804878
0.511111111,0.463414634,0.487804878
0.512195122,0.463414634,0.487804878
0.511111111,0.463188799,0.487804878
0.511111111,0.464285714,0.488630491
0.511627907,0.462962963,0.487804878
0.511111111,0.463414634,0.487804878
0.511111111,0.461538462,0.488372093
0.512195122,0.461538462,0.487804878
0.512195122,0.460769231,0.487804878
0.512195122,0.461538462,0.487804878
0.512195122,0.462962963,0.487179487
0.512820513,0.461538462,0.488088486
0.512820513,0.461538462,0.487804878
0.512820513,0.459459459,0.488372093
0.512820513,0.460769231,0.488372093
0.512820513,0.461538462,0.487804878
0.512820513,0.459459459,0.487804878
0.512820513,0.459459459,0.487804878
0.512820513,0.459459459,0.487804878
0.512820513,0.459459459,0.487804878
0.512820513,0.459459459,0.487804878
0.512820513,0.459459459,0.488372093
0.513513514,0.459459459,0.488372093
0.512820513,0.458333333,0.487804878
0.514285714,0.458333333,0.487804878
0.513899614,0.454545455,0.488372093
0.514285714,0.457142857,0.488372093
0.514285714,0.457142857,0.488372093
0.514285714,0.457142857,0.488372093
0.514285714,0.456521739,0.488372093
0.514285714,0.456140351,0.488372093
0.514285714,0.454545455,0.489361702
0.52,0.454545455,0.489795918
0.520833333,0.454545455,0.489361702
0.52,0.454545455,0.489361702
0.52,0.454545455,0.489125296
0.519493671,0.453939394,0.489361702
0.518518519,0.452605571,0.489361702
0.520833333,0.452380952,0.489361702
0.521286232,0.452380952,0.489361702
0.520833333,0.450980392,0.489361702
0.521367521,0.452380952,0.489361702
0.521367521,0.452380952,0.488888889
0.520833333,0.452380952,0.489995998
0.52173913,0.452380952,0.489361702
0.52173913,0.452380952,0.489795918
0.521553326,0.45,0.490566038
0.52173913,0.45,0.490196078
0.52173913,0.45,0.492957746
0.522233202,0.45,0.490909091
0.522727273,0.45,0.490737564
0.522233202,0.45,0.492537313
0.52173913,0.45,0.493150685
0.52173913,0.45,0.492957746
0.522727273,0.45,0.490909091
0.522727273,0.448979592,0.492537313
0.526315789,0.448979592,0.493150685
0.522727273,0.448979592,0.491068581
0.522727273,0.448275862,0.49274753
0.522727273,0.447564808,0.490381058
0.54,0.444444444,0.489795918
0.54,0.444444444,0.489995998
0.522727273,0.448979592,0.5
0.522727273,0.448979592,0.5
0.52173913,0.448018528,0.5
0.52173913,0.448979592,0.490909091
0.52173913,0.448496905,0.490909091
0.524193548,0.44884877,0.488372093
0.524193548,0.448979592,0.488372093
0.52173913,0.448979592,0.489795918
0.52173913,0.448979592,0.489995998
0.52173913,0.45,0.490909091
0.52173913,0.45,0.490737564
0.52173913,0.45,0.490566038
0.52173913,0.461538462,0.492063492
0.522233202,0.461538462,0.5
0.522727273,0.461538462,0.487010796
0.52173913,0.461538462,0.490566038
0.52173913,0.460526316,0.5
0.52173913,0.461538462,0.489361702
0.52173913,0.461538462,0.5
0.52173913,0.461538462,0.5
0.52173913,0.463414634,0.5
0.522233202,0.461538462,0.489361702
0.52173913,0.463414634,0.492063492
0.52173913,0.463414634,0.492063492
0.52173913,0.461538462,0.492063492
0.52173913,0.461538462,0.5
0.52173913,0.461538462,0.49122807
0.521553326,0.462962963,0.49122807
0.52173913,0.462112514,0.491525424
0.521553326,0.463414634,0.5
0.521553326,0.463414634,0.496031746
0.521367521,0.463414634,0.492063492
0.520833333,0.461538462,0.491068581
0.520833333,0.461538462,0.5
0.520833333,0.461538462,0.492063492
0.520416667,0.461538462,0.49122807
0.520833333,0.461538462,0.491525424
0.520833333,0.461538462,0.492063492
0.520833333,0.461538462,0.49122807
0.520833333,0.461538462,0.492063492
0.520833333,0.461538462,0.491794458
0.520833333,0.460421888,0.488888889
0.52,0.461538462,0.492063492
0.52,0.461538462,0.49122807
0.52,0.461538462,0.49122807
0.520833333,0.46,0.490909091
0.520833333,0.46,0.491794458
0.52,0.461538462,0.492063492
0.520416667,0.461538462,0.491525424
0.52,0.461538462,0.491525424
0.52,0.461538462,0.488888889
0.531914894,0.457142857,0.488372093
0.530012005,0.457142857,0.487804878
0.52,0.46,0.488372093
0.519109056,0.46031746,0.49122807
0.518518519,0.46,0.492063492
0.519109056,0.46,0.491525424
0.518518519,0.46,0.490566038
0.518518519,0.460526316,0.49122807
0.518518519,0.461032389,0.490909091
0.518987342,0.461538462,0.49122807
0.518518519,0.461538462,0.491068581
0.523809524,0.459459459,0.488372093
0.523809524,0.459459459,0.485714286
0.525431034,0.46,0.485714286
0.520833333,0.463414634,0.488888889
0.518987342,0.462962963,0.488372093
0.525431034,0.46,0.489361702
0.526088929,0.46,0.488888889
0.51875293,0.463414634,0.491525424
0.518518519,0.463414634,0.49122807
0.518518519,0.463414634,0.488088486
0.51875293,0.463414634,0.488888889
0.518518519,0.463414634,0.490566038
0.518518519,0.463414634,0.488888889
0.518518519,0.464285714,0.49122807
0.518518519,0.464285714,0.491068581
0.518987342,0.464285714,0.497126437
0.52,0.464285714,0.492063492
0.518518519,0.463414634,0.492063492
0.52,0.464285714,0.5
0.519615385,0.464285714,0.5
0.519109056,0.464285714,0.5
0.52,0.464285714,0.5
0.52,0.464285714,0.5
0.52,0.464285714,0.5
0.52,0.464285714,0.5
0.52,0.464285714,0.5
0.51875293,0.465116279,0.5
0.52,0.465116279,0.5
0.52,0.463414634,0.489361702
0.518987342,0.464285714,0.490381058
0.545454545,0.431818182,0.49122807
0.545454545,0.428571429,0.49122807
0.52,0.462962963,0.490566038
0.518987342,0.465116279,0.489795918
0.518987342,0.465517241,0.5
0.518518519,0.465517241,0.5
0.51875293,0.465431888,0.5
0.519230769,0.465116279,0.5
0.518987342,0.464700997,0.5
0.519230769,0.465116279,0.5
0.534883721,0.458333333,0.487804878
0.534883721,0.459459459,0.487804878
0.52,0.464285714,0.490566038
0.518518519,0.465116279,0.5
0.52,0.464026915,0.5
0.52,0.464285714,0.5
0.52,0.464285714,0.5
0.52,0.464285714,0.5
0.519615385,0.464026915,0.5
0.520416667,0.464285714,0.5
0.520833333,0.464026915,0.5
0.52,0.464285714,0.5
0.52,0.465431888,0.5
0.520416667,0.464285714,0.5
0.520833333,0.464285714,0.490196078
0.522727273,0.465116279,0.487179487
0.520833333,0.466666667,0.487179487
0.52,0.465517241,0.488888889
0.520416667,0.465231407,0.5
0.52,0.466666667,0.489361702
0.52,0.465517241,0.490196078
0.521367521,0.465517241,0.5
0.520833333,0.466666667,0.5
0.52,0.466666667,0.5
0.521367521,0.466666667,0.488372093
0.52,0.465753425,0.489361702
0.52,0.465517241,0.487179487
0.520833333,0.466666667,0.487179487
0.520416667,0.466210046,0.5
0.520833333,0.466666667,0.5
0.520833333,0.466666667,0.5
0.52,0.466666667,0.5
0.520833333,0.466666667,0.487179487
0.520833333,0.466666667,0.488372093
0.520833333,0.465753425,0.5
0.520833333,0.465753425,0.492063492
0.520833333,0.466666667,0.5
0.520833333,0.466666667,0.488888889
0.520833333,0.466666667,0.488372093
0.520833333,0.466666667,0.490566038
0.520833333,0.466666667,0.489361702
0.520833333,0.464285714,0.487179487
0.520833333,0.461538462,0.487179487
0.52,0.461538462,0.487179487
0.518518519,0.466666667,0.5
0.520416667,0.466666667,0.5
0.520833333,0.466666667,0.5
0.52,0.466666667,0.488888889
0.52,0.466666667,0.487179487
0.52,0.466666667,0.488372093
0.52,0.466666667,0.5
0.520833333,0.466666667,0.5
0.52,0.466666667,0.5
0.52,0.466666667,0.490737564
0.52,0.466666667,0.490566038
0.52,0.466666667,0.5
0.52,0.466666667,0.5
0.520833333,0.465517241,0.5
0.519230769,0.465635333,0.5
0.52,0.465517241,0.5
0.52,0.466666667,0.5
0.52,0.466666667,0.5
0.520833333,0.465517241,0.488372093
0.52,0.466666667,0.488372093
0.52,0.465231407,0.490566038
0.52,0.466666667,0.489361702
0.52,0.466666667,0.489361702
0.52,0.466666667,0.492063492
0.520833333,0.466666667,0.5
0.520833333,0.466666667,0.5
0.519230769,0.465116279,0.5
0.52,0.466666667,0.5
0.52,0.466666667,0.5
0.52,0.466666667,0.5
0.520833333,0.465116279,0.492063492
0.52,0.465116279,0.489795918
0.52,0.465116279,0.490566038
0.52,0.465116279,0.5
0.520833333,0.465116279,0.490909091
0.52,0.466666667,0.491068581
0.52,0.465116279,0.493054216
0.52,0.466666667,0.492957746
0.52173913,0.466666667,0.493242009
0.521286232,0.465116279,0.492957746
0.52,0.466666667,0.492753623
0.52,0.466666667,0.5
0.52,0.465517241,0.5
0.520833333,0.466666667,0.5
0.52,0.466666667,0.5
0.52,0.466666667,0.5
0.52,0.466666667,0.5
0.52,0.466666667,0.5
0.52,0.466666667,0.5
0.520833333,0.466666667,0.5
0.52173913,0.466666667,0.5
0.520833333,0.466666667,0.5
0.520416667,0.466666667,0.5
0.520833333,0.466666667,0.5
0.520833333,0.465517241,0.494252874
0.520833333,0.465346535,0.5
0.520833333,0.466666667,0.5
0.52173913,0.466091954,0.5
0.520833333,0.466666667,0.5
0.520833333,0.466666667,0.5
0.520833333,0.466666667,0.5
0.520833333,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.465517241,0.5
0.520833333,0.465517241,0.5
0.52173913,0.466666667,0.5
0.52173913,0.465517241,0.5
0.52173913,0.465517241,0.5
0.52173913,0.465517241,0.5
0.52173913,0.466666667,0.5
0.52173913,0.465431888,0.5
0.52173913,0.464285714,0.5
0.52173913,0.465116279,0.5
0.52173913,0.465517241,0.5
0.52173913,0.466666667,0.5
0.522727273,0.465116279,0.5
0.52173913,0.465116279,0.5
0.52173913,0.465116279,0.5
0.52173913,0.464285714,0.5
0.52173913,0.465116279,0.5
0.52173913,0.466091954,0.5
0.52173913,0.465517241,0.5
0.52173913,0.465116279,0.5
0.52173913,0.465517241,0.5
0.52173913,0.465517241,0.5
0.52173913,0.464285714,0.5
0.52173913,0.464285714,0.5
0.523809524,0.464285714,0.5
0.52173913,0.464285714,0.5
0.52173913,0.465517241,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.522727273,0.466666667,0.49122807
0.52173913,0.466666667,0.5
0.52173913,0.466091954,0.5
0.52173913,0.465517241,0.5
0.52173913,0.465517241,0.5
0.52173913,0.465517241,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466091954,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.465116279,0.5
0.52173913,0.465116279,0.5
0.52173913,0.466091954,0.5
0.52173913,0.465346535,0.5
0.52173913,0.465517241,0.5
0.52173913,0.464285714,0.5
0.52173913,0.465346535,0.5
0.52173913,0.465116279,0.5
0.53125,0.452830189,0.490196078
0.434530938,0.473389356,0.537974684
0.396362529,0.448174006,0.538218111
0.52173913,0.463414634,0.5
0.387755102,0.535766423,0.490196078
0.354786424,0.535766423,0.5
0.523809524,0.466666667,0.5
0.522727273,0.466091954,0.490909091
0.525,0.461538462,0.492957746
0.525,0.461538462,0.492855685
0.522727273,0.465116279,0.491525424
0.52173913,0.466666667,0.5
0.522233202,0.466666667,0.5
0.52173913,0.466666667,0.5
0.520833333,0.466666667,0.5
0.521286232,0.466666667,0.5
0.520833333,0.466666667,0.5
0.520833333,0.466666667,0.5
0.52173913,0.466666667,0.5
0.52173913,0.466666667,0.5
0.520833333,0.466666667,0.5
0.520833333,0.46728972,0.491794458
0.520833333,0.466666667,0.492300403
0.52173913,0.46728972,0.5
0.52173913,0.468085106,0.5
0.520833333,0.466666667,0.492537313
0.520833333,0.467515828,0.5
0.520833333,0.46728972,0.5
0.52,0.467515828,0.5
0.52,0.468085106,0.5
0.52,0.468085106,0.5
0.52173913,0.468085106,0.5
0.52173913,0.46875,0.5
0.520416667,0.468085106,0.5
0.52,0.468085106,0.5
0.52,0.468085106,0.5
0.520833333,0.468085106,0.5
0.520833333,0.468085106,0.5
0.52,0.468085106,0.5
0.52173913,0.46875,0.5
0.520833333,0.46875,0.5
0.52173913,0.46875,0.5
0.529411765,0.45,0.5
0.530612245,0.45,0.5
0.520833333,0.46875,0.5
0.520833333,0.46875,0.5
0.523809524,0.465116279,0.5
0.523809524,0.464285714,0.497191011
0.522727273,0.46875,0.5
0.520833333,0.46875,0.5
0.520833333,0.46875,0.5
0.523809524,0.46875,0.5
0.520833333,0.46875,0.5
0.522727273,0.46875,0.5
0.523809524,0.46875,0.5
0.52173913,0.46875,0.5
0.520833333,0.469068878,0.5
0.522727273,0.46875,0.5
0.52173913,0.469387755,0.5
0.52173913,0.46875,0.5
0.52173913,0.469387755,0.5
0.52173913,0.46875,0.5
0.522727273,0.46875,0.5
0.522727273,0.46875,0.5
0.523809524,0.46875,0.5
0.52173913,0.46875,0.5
0.523809524,0.46875,0.5
0.52173913,0.469068878,0.5
0.52173913,0.46875,0.5
0.52173913,0.469387755,0.5
0.52173913,0.469387755,0.5
0.52173913,0.469387755,0.5
0.52173913,0.469387755,0.5
0.522727273,0.46875,0.5
0.522727273,0.46875,0.5
0.522727273,0.469387755,0.5
0.522727273,0.469387755,0.5
0.523809524,0.469387755,0.5
0.522727273,0.469387755,0.5
0.522727273,0.469387755,0.5
0.522727273,0.469387755,0.5
0.522727273,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.522727273,0.46875,0.5
0.523809524,0.469387755,0.5
0.522727273,0.469387755,0.5
0.525,0.469387755,0.5
0.522727273,0.469387755,0.5
0.522727273,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.525,0.469387755,0.5
0.523809524,0.46875,0.5
0.525,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.526315789,0.46875,0.5
0.523809524,0.46875,0.5
0.525,0.469387755,0.5
0.526315789,0.466666667,0.5
0.525,0.466666667,0.5
0.522088353,0.473389356,0.522393048
0.522088353,0.482352941,0.522058824
0.526315789,0.454545455,0.5
0.523809524,0.46875,0.5
0.523809524,0.46875,0.5
0.526315789,0.466666667,0.5
0.526315789,0.466666667,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469068878,0.5
0.523809524,0.46875,0.5
0.523809524,0.46875,0.5
0.523809524,0.468085106,0.5
0.523809524,0.468085106,0.5
0.523809524,0.469387755,0.5
0.523809524,0.46875,0.5
0.523809524,0.46875,0.5
0.523809524,0.468085106,0.5
0.536764706,0.435340022,0.5
0.709759358,0.507936508,0.5
0.534883721,0.443609023,0.5
0.524590164,0.469387755,0.5
0.525,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.527777778,0.468085106,0.5
0.527777778,0.468085106,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.527777778,0.469387755,0.5
0.527777778,0.46875,0.5
0.525,0.469387755,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.525,0.470588235,0.5
0.523809524,0.469387755,0.5
0.523809524,0.470588235,0.5
0.523809524,0.469387755,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.469387755,0.5
0.523809524,0.469387755,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.525,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.524590164,0.470588235,0.5
0.524795082,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.470588235,0.5
0.523809524,0.471698113,0.5
0.523809524,0.470588235,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.525,0.470588235,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.525,0.472727273,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472474747,0.5
0.525,0.472222222,0.5
0.524199844,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472222222,0.5
0.525,0.472222222,0.5
0.523809524,0.472222222,0.5
0.523809524,0.472727273,0.5
0.525,0.472222222,0.5
0.525,0.472222222,0.5
0.523809524,0.472222222,0.5
0.525,0.472222222,0.5
0.527777778,0.472222222,0.5
0.525,0.472474747,0.5
0.525,0.472222222,0.5
0.525,0.472727273,0.5
0.526315789,0.472222222,0.5
0.525,0.472727273,0.5
0.527777778,0.471143174,0.5
0.526315789,0.471698113,0.5
0.525,0.472727273,0.5
0.526315789,0.472222222,0.5
0.527777778,0.472222222,0.5
0.526315789,0.472222222,0.5
0.526315789,0.472222222,0.5
0.526315789,0.472222222,0.5
0.526315789,0.472222222,0.5
