index,fB_median_Thorax,Ti_median_Thorax,Te_median_Thorax,duty_median_Thorax,fBirq_Abd,Tiirq_Abd,Teirq_Abd,duty_irq_Abd,fBmedian_Abdomen,Ti_median_Abdomen,Te_median_Abdomen,duty_median_Abdomen,fBirq_Thorax,Tiirq_Thorax,Teirq_Thorax,duty_irq_Thorax,fB_median_Tot,Ti_median_Tot,Te_median_Tot,duty_median_Tot,fBirq_Tot,Tiirq_Tot,Teirq_Tot,duty_irq_Tot
0,22.252747252747255,0.9500000000000001,1.9000000000000001,0.43665158371040724,22.78826309057567,2.675,1.375,0.2600401760438659,16.216216216216218,2.8,1.1,0.7567567567567568,9.197008928554038,22.05682056265892,1.3892443989449803,0.12998553113418132,10.344827586206897,2.2,1.6,0.575,9.611327308397389,2.55,1.0749999999999997,0.3890227867123268
300,21.428571428571427,1.0,1.6,0.4444444444444445,20.146362462333194,3.3999999999999995,1.5,0.45137736475273804,29.28571428571429,1.5,1.0,0.5857385398981324,12.74409016762296,7.2554681573154305,2.758238348634648,0.1560578545886826,13.995943204868155,1.5499999999999998,1.6,0.5084745762711864,13.386064030131829,1.6,1.0999999999999996,0.40382352941176464
600,13.953488372093023,1.3,1.8,0.47058823529411764,16.894439799331106,2.55,1.1,0.2703138320545609,27.922077922077925,1.5,1.1,0.5857385398981324,12.985812892243368,7.697669834379809,2.951782847369023,0.15918185481515376,12.406015037593985,1.7999999999999998,1.7,0.5084745762711864,12.497175141242936,1.625,1.4,0.3400862530804671
900,22.252747252747255,1.25,1.4,0.4660633484162896,15.784883720930232,1.4500000000000004,1.3,0.24362745098039218,27.272727272727273,1.5,1.1,0.5263157894736842,12.942522846112338,10.78728528451546,3.1283191896577547,0.19066836984492194,12.74597495527728,1.4,2.3,0.2861724875267284,18.95587642171493,1.0999999999999999,3.6500000000000004,0.39852863228376223
1200,12.76595744680851,2.5,1.8,0.5510204081632653,9.97983870967742,2.3,1.2,0.29923273657289007,19.35483870967742,1.5,1.4,0.5263157894736842,12.750930463843398,7.781827435461039,2.949314476679783,0.19932982046579142,13.953488372093023,1.9,1.7,0.46875,9.830508474576272,1.6,1.3499999999999999,0.24745784357163336
1500,10.967098703888336,2.05,1.9500000000000002,0.45299145299145305,15.983344637226383,2.7749999999999995,6.55,0.3160173493797628,19.35483870967742,1.5,1.4,0.5518176885512751,13.03117909077975,8.005994486159624,3.6145539143855636,0.1935142284009402,25.0,1.0,1.25,0.4666666666666666,18.125,0.7999999999999999,1.1,0.2570512820512821
1800,11.651583710407241,2.35,2.3,0.45299145299145305,7.579785078075128,2.1,2.425,0.3050068948734588,13.953488372093023,1.6,1.4,0.5773195876288659,12.111525716422312,7.767877506025478,2.949871036237819,0.22885056866216708,25.0,1.0,1.3,0.46428571428571436,16.94852941176471,0.7999999999999999,1.1,0.2467948717948718
2100,7.692307692307693,2.1,2.5,0.4444444444444445,9.362527716186252,4.6499999999999995,5.299999999999999,0.5085445468509985,13.953488372093023,1.5,1.4,0.5773195876288659,12.995014062390696,9.083865864686635,5.953958267205024,0.24050934771609964,26.086956521739133,0.9,1.2,0.4629629629629629,17.155172413793103,0.7999999999999999,1.1,0.25833333333333336
2400,8.511066398390343,2.05,2.3499999999999996,0.46368848542761587,11.612554112554113,5.475,4.924999999999999,0.4125000000000001,13.953488372093023,1.5,1.4,0.5454545454545454,12.491032359125128,10.055429710691964,7.640294496941856,0.25718217041500707,13.043478260869566,1.9,1.8,0.46875,8.882927829414983,1.4499999999999997,2.0,0.22949364667630928
2700,11.651583710407241,1.95,2.1,0.45299145299145305,11.996173469387756,2.4749999999999996,2.8999999999999995,0.38046634348331065,11.320754716981131,2.3,3.4,0.5217391304347826,7.696238385197301,10.265707139939458,9.32812484068895,0.30701814078162337,13.043478260869566,1.8,2.0,0.4666666666666666,9.010011123470528,1.4999999999999998,1.7499999999999998,0.26397392290249433
