,quat1_1,quat1_2,quat1_3,quat1_4
0,0.23622047244094488,-0.08661417322834646,-0.5196850393700787,0.8110236220472441
1,0.23622047244094488,-0.08661417322834646,-0.5196850393700787,0.8110236220472441
2,0.2283464566929134,-0.07874015748031496,-0.5118110236220472,0.8110236220472441
3,0.2204724409448819,-0.07874015748031496,-0.5118110236220472,0.8188976377952756
4,0.2204724409448819,-0.07086614173228346,-0.5118110236220472,0.8188976377952756
5,0.2125984251968504,-0.07086614173228346,-0.5118110236220472,0.8188976377952756
6,0.2047244094488189,-0.07874015748031496,-0.5196850393700787,0.8188976377952756
7,0.2047244094488189,-0.07874015748031496,-0.5275590551181102,0.8110236220472441
8,0.2047244094488189,-0.07874015748031496,-0.5275590551181102,0.8110236220472441
9,0.2125984251968504,-0.07874015748031496,-0.5275590551181102,0.8110236220472441
10,0.2125984251968504,-0.07874015748031496,-0.5275590551181102,0.8110236220472441
11,0.2125984251968504,-0.07874015748031496,-0.5196850393700787,0.8110236220472441
12,0.2125984251968504,-0.07874015748031496,-0.5196850393700787,0.8188976377952756
13,0.2047244094488189,-0.07086614173228346,-0.5118110236220472,0.8188976377952756
14,0.2047244094488189,-0.07086614173228346,-0.5118110236220472,0.8267716535433071
15,0.2047244094488189,-0.07086614173228346,-0.5118110236220472,0.8267716535433071
16,0.2047244094488189,-0.07086614173228346,-0.5118110236220472,0.8267716535433071
17,0.1968503937007874,-0.07086614173228346,-0.5118110236220472,0.8267716535433071
18,0.1968503937007874,-0.07086614173228346,-0.5118110236220472,0.8267716535433071
19,0.1968503937007874,-0.07086614173228346,-0.5118110236220472,0.8267716535433071
20,0.1968503937007874,-0.07086614173228346,-0.5118110236220472,0.8267716535433071
21,0.1968503937007874,-0.07086614173228346,-0.5118110236220472,0.8267716535433071
22,0.1968503937007874,-0.07086614173228346,-0.5118110236220472,0.8267716535433071
23,0.1968503937007874,-0.07086614173228346,-0.5039370078740157,0.8267716535433071
24,0.1968503937007874,-0.06299212598425197,-0.49606299212598426,0.8346456692913385
25,0.1968503937007874,-0.06299212598425197,-0.4881889763779528,0.84251968503937
26,0.1968503937007874,-0.06299212598425197,-0.4881889763779528,0.84251968503937
27,0.1968503937007874,-0.06299212598425197,-0.4881889763779528,0.84251968503937
28,0.1968503937007874,-0.06299212598425197,-0.4881889763779528,0.84251968503937
29,0.1968503937007874,-0.06299212598425197,-0.49606299212598426,0.8346456692913385
30,0.1968503937007874,-0.06299212598425197,-0.49606299212598426,0.8346456692913385
31,0.1968503937007874,-0.06299212598425197,-0.49606299212598426,0.8346456692913385
32,0.1889763779527559,-0.06299212598425197,-0.49606299212598426,0.8346456692913385
33,0.1889763779527559,-0.06299212598425197,-0.49606299212598426,0.8346456692913385
34,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
35,0.1889763779527559,-0.06299212598425197,-0.5196850393700787,0.8188976377952756
36,0.1889763779527559,-0.06299212598425197,-0.5196850393700787,0.8188976377952756
37,0.1889763779527559,-0.06299212598425197,-0.5196850393700787,0.8267716535433071
38,0.1889763779527559,-0.06299212598425197,-0.5196850393700787,0.8267716535433071
39,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
40,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
41,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
42,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
43,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
44,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
45,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
46,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
47,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
48,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
49,0.1889763779527559,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
50,0.1968503937007874,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
51,0.1968503937007874,-0.06299212598425197,-0.5118110236220472,0.8267716535433071
52,0.1968503937007874,-0.06299212598425197,-0.5039370078740157,0.8267716535433071
53,0.1968503937007874,-0.06299212598425197,-0.5039370078740157,0.8267716535433071
54,0.1968503937007874,-0.07086614173228346,-0.5039370078740157,0.8267716535433071
55,0.1968503937007874,-0.06299212598425197,-0.5039370078740157,0.8346456692913385
56,0.1968503937007874,-0.07086614173228346,-0.5039370078740157,0.8346456692913385
57,0.1968503937007874,-0.07086614173228346,-0.49606299212598426,0.8346456692913385
58,0.1968503937007874,-0.07086614173228346,-0.49606299212598426,0.8346456692913385
59,0.1968503937007874,-0.07086614173228346,-0.49606299212598426,0.8346456692913385
60,0.1968503937007874,-0.07086614173228346,-0.4881889763779528,0.8346456692913385
61,0.1968503937007874,-0.07086614173228346,-0.4881889763779528,0.84251968503937
62,0.1968503937007874,-0.07086614173228346,-0.4881889763779528,0.84251968503937
63,0.1889763779527559,-0.07086614173228346,-0.4881889763779528,0.84251968503937
