index,fB_median_Thorax,Ti_median_Thorax,Te_median_Thorax,duty_median_Thorax,fBirq_Abd,Tiirq_Abd,Teirq_Abd,duty_irq_Abd,fBmedian_Abdomen,Ti_median_Abdomen,Te_median_Abdomen,duty_median_Abdomen,fBirq_Thorax,Tiirq_Thorax,Teirq_Thorax,duty_irq_Thorax,fB_median_Tot,Ti_median_Tot,Te_median_Tot,duty_median_Tot,fBirq_Tot,Tiirq_Tot,Teirq_Tot,duty_irq_Tot
0,,,,,,,,,,,,,,,,,,,,,,,,
300,16.74264705882353,1.4130434782608696,1.7391304347826089,0.46166666666666667,13.531016949152542,1.9021739130434785,1.6304347826086958,0.3583430400709978,8.761904761904763,1.956521739130435,3.804347826086957,0.5333333333333333,6.222971307215937,3.323347447077349,3.6529149445846434,0.251328295753781,23.5,1.25,1.3043478260869565,0.5277777777777778,9.48654060066741,0.7608695652173914,0.8152173913043479,0.2659980106100796
600,16.362685265911068,1.4130434782608696,2.173913043478261,0.4113384484228474,11.447023902399158,0.9782608695652175,7.826086956521739,0.34800909611156294,16.727272727272727,2.065217391304348,1.1956521739130437,0.6538461538461539,6.600041997981869,10.123845849202164,0.9095934935241444,0.17391885972394475,14.722617354196302,2.0108695652173916,1.9565217391304348,0.5869565217391305,10.660312350023997,1.0054347826086953,6.304347826086957,0.45136408730158734
900,20.13262599469496,1.0869565217391306,1.358695652173913,0.4324324324324324,13.77055476529161,0.9510869565217395,1.2500000000000002,0.18621031746031735,16.727272727272727,2.065217391304348,1.1956521739130437,0.6428571428571429,5.692634775477208,7.404579670347126,1.1822810823857213,0.18454977512287907,15.77142857142857,2.173913043478261,1.3043478260869565,0.6086956521739131,5.101689708141322,1.0869565217391308,1.9021739130434783,0.3679130258077627
1200,21.23076923076923,1.3043478260869565,1.3043478260869565,0.4444444444444444,12.503219966377861,0.9782608695652175,1.2500000000000002,0.16551055056997332,16.727272727272727,1.956521739130435,1.1956521739130437,0.6,5.795538856490763,6.684586928409015,1.105763792849748,0.1710218585091277,16.988636363636363,2.336956521739131,1.1956521739130437,0.6475806451612904,4.219579026030637,0.8152173913043477,0.6250000000000002,0.11182135163113416
1500,18.4,1.3043478260869565,1.4130434782608696,0.4444444444444444,14.177659574468088,1.0869565217391306,1.3043478260869568,0.1845475046573194,17.806451612903224,1.956521739130435,1.1956521739130437,0.6076923076923078,7.090272055548256,9.868487747095742,2.9254809182995256,0.16120488072945857,16.988636363636363,2.2826086956521743,1.25,0.6451612903225807,2.985683476345617,1.0597826086956523,0.5978260869565217,0.12959074440052687
1800,19.034482758620687,1.3043478260869565,1.4130434782608696,0.4324324324324324,14.541033434650457,1.0869565217391306,1.3043478260869568,0.19642857142857134,16.727272727272727,2.065217391304348,1.3043478260869565,0.5757575757575758,7.455228529986673,7.620466321216721,3.0987577477055965,0.17066763056096357,15.77142857142857,2.2282608695652177,1.3043478260869565,0.6350806451612904,4.0064516129032235,1.3586956521739133,1.032608695652174,0.2852621610845294
2100,19.034482758620687,1.3043478260869565,1.4130434782608696,0.4482758620689655,13.721925133689838,1.2500000000000002,1.1956521739130437,0.21532258064516124,16.727272727272727,2.065217391304348,1.3043478260869565,0.5800000000000001,7.1919439922477295,6.872516176584147,1.2321322794948242,0.1747717657494557,15.126126126126124,2.2826086956521743,1.5217391304347827,0.6430934656741109,6.778246484698096,1.3858695652173914,1.440217391304348,0.286857631615696
2400,19.034482758620687,1.4130434782608696,1.4130434782608696,0.47619047619047616,13.176470588235295,1.3043478260869568,1.3043478260869568,0.23369565217391303,16.235294117647058,2.2826086956521743,1.3043478260869565,0.5800000000000001,7.538267915425264,7.3722092092295135,2.852611272819383,0.1976745191117615,14.722617354196302,2.2826086956521743,1.4130434782608696,0.6451612903225807,8.151299388078868,1.7934782608695654,1.2771739130434787,0.32093061755039975
2700,21.230769230769226,1.3043478260869565,1.1956521739130437,0.5333333333333333,13.60369843527738,1.0869565217391306,1.3043478260869568,0.29106373670749763,13.30313588850174,2.065217391304348,1.5217391304347827,0.597872340425532,5.858734624484289,2.479539730533415,1.6251193718544201,0.20482469510392032,15.333333333333332,2.065217391304348,1.5217391304347827,0.5904139433551199,6.767816091954023,1.4945652173913042,1.5217391304347825,0.31186150265097634
3000,22.08,1.1956521739130437,1.1956521739130437,0.53125,13.939393939393938,0.9782608695652175,0.9782608695652175,0.2837528604118993,15.77142857142857,2.065217391304348,1.5217391304347827,0.5757575757575758,5.556816750900006,1.7628457303323994,1.457544354299978,0.1835762281011132,15.77142857142857,1.956521739130435,1.5217391304347827,0.5590792838874681,7.202251753414547,1.3315217391304348,1.5217391304347825,0.30186602870813395
3300,22.08,1.1956521739130437,1.0869565217391306,0.5322916666666666,13.939393939393938,0.9782608695652175,1.0869565217391306,0.2749823327500337,16.235294117647058,2.065217391304348,1.5217391304347827,0.5753787878787879,5.496922297316694,1.6651636702390527,1.3899805556598805,0.17687296787086845,15.77142857142857,1.956521739130435,1.5217391304347827,0.5454545454545455,7.812698412698415,1.4130434782608694,1.5217391304347825,0.31099099099099103
3600,20.444444444444443,1.3043478260869565,1.1956521739130437,0.5333333333333333,10.952380952380953,1.1684782608695656,1.1684782608695656,0.3096919127086007,16.235294117647058,2.065217391304348,1.5217391304347827,0.571813725490196,5.719914935281483,1.6667079709467996,1.9760360499027567,0.18035723834917425,15.333333333333332,1.956521739130435,1.6304347826086958,0.5238095238095238,7.714285714285715,1.5217391304347825,1.5217391304347825,0.3057915057915058
3900,20.444444444444443,1.3043478260869565,1.1956521739130437,0.5333333333333333,11.759398496240598,1.1956521739130437,1.1956521739130437,0.28289473684210525,16.003361344537815,2.065217391304348,1.5217391304347827,0.5620915032679739,5.74650062714765,1.5637763097719715,1.5870294975480563,0.17658924396199885,15.333333333333332,1.956521739130435,1.5217391304347827,0.5491978609625668,8.453394123606888,1.5217391304347825,1.5217391304347825,0.31769860769860764
4200,16.988636363636363,1.4130434782608696,1.6304347826086958,0.4824242424242424,15.220588235294118,1.3858695652173914,2.0652173913043477,0.29310636856368555,12.865040650406502,2.1195652173913047,1.5217391304347827,0.5578986311505734,8.652314933534313,7.221226086869013,4.77483680157997,0.2220079755032216,14.918918918918916,2.173913043478261,1.5217391304347827,0.5795454545454546,9.417889249830019,1.5217391304347825,1.5217391304347825,0.3369824304437643
