index,fB_median_Thorax,Ti_median_Thorax,Te_median_Thorax,duty_median_Thorax,fBirq_Abd,Tiirq_Abd,Teirq_Abd,duty_irq_Abd,fBmedian_Abdomen,Ti_median_Abdomen,Te_median_Abdomen,duty_median_Abdomen,fBirq_Thorax,Tiirq_Thorax,Teirq_Thorax,duty_irq_Thorax,fB_median_Tot,Ti_median_Tot,Te_median_Tot,duty_median_Tot,fBirq_Tot,Tiirq_Tot,Teirq_Tot,duty_irq_Tot
139500,11.11111111111111,2.5,2.4,0.5,5.620155038759689,1.9999999999999998,1.9999999999999998,0.31643132220795894,12.0,2.4,2.3,0.5227272727272726,3.7863033263166477,2.3391485375372403,2.520184594438262,0.17588629507915676,12.0,2.4,2.3,0.5192307692307693,5.952380952380951,1.5,1.4999999999999998,0.24378744574997357
139800,11.320754716981131,2.4,2.4,0.5,5.382059800664452,1.9000000000000001,1.9000000000000001,0.32738095238095244,12.244897959183673,2.4,2.3,0.5232683982683982,3.657471747146435,2.1206763427139963,2.2733441651704545,0.17578524711274804,12.244897959183673,2.4,2.3,0.5192307692307693,5.7142857142857135,1.4,1.4000000000000001,0.24228395061728392
140100,11.320754716981131,2.4,2.4,0.5,5.3510039000433345,1.9000000000000001,1.9000000000000001,0.3267021528581956,12.244897959183673,2.4,2.3,0.5238095238095238,3.617098358521301,2.058942694955883,2.224611875938773,0.1759639020193985,12.0,2.4,2.3,0.5208333333333334,6.066536203522505,1.6,1.4999999999999998,0.2425101985978455
140400,11.11111111111111,2.5,2.4,0.5,5.382059800664452,1.9000000000000001,1.9999999999999998,0.3249716990840794,12.244897959183673,2.4,2.3,0.5227272727272726,3.5696268648590834,2.0105496200150554,2.128484363355279,0.17550466113312638,12.0,2.4,2.3,0.5217391304347826,6.066536203522505,1.6,1.5999999999999999,0.24079468965333767
140700,11.11111111111111,2.5,2.4,0.5,5.620155038759689,1.9000000000000001,1.9999999999999998,0.3190193181316985,11.764705882352942,2.5,2.3,0.5217391304347826,4.0702851571571745,2.7570655163933107,3.435331065392737,0.17825216626076273,10.90909090909091,2.6,2.4,0.5227272727272726,7.056936647955092,2.5,2.4,0.2532005689900426
141000,10.90909090909091,2.5,2.45,0.5,5.620155038759689,1.9999999999999998,1.9999999999999998,0.3162891405729514,11.764705882352942,2.5,2.4,0.52,4.130661482592103,2.9018549125113933,3.592754425522554,0.1784594650451905,10.90909090909091,2.6,2.4,0.5227272727272726,7.135306553911205,2.5999999999999996,2.6,0.2528666484367879
141300,3.870967741935484,5.95,6.3,0.49045083422080227,5.637490594543035,10.9,11.399999999999999,0.4169278996865204,11.53846153846154,2.5,2.4,0.5230769230769231,4.194586741451188,3.1225600768067556,3.838638519791452,0.17872568901913674,11.538461538461537,2.5,2.3,0.5217391304347826,6.453488372093023,2.0,1.9000000000000001,0.2440501197715128
141600,3.821656050955414,6.0,6.3,0.49201277955271566,5.594936708860758,11.1,11.399999999999999,0.41958041958041953,11.53846153846154,2.5,2.3,0.5208333333333334,4.1361909658422675,2.923393307869047,3.5957529595383764,0.17903922892911858,11.11111111111111,2.5,2.4,0.5230458793542905,6.894664842681259,2.4000000000000004,2.3,0.24938815687119287
141900,7.692307692307693,3.3,3.3,0.5,6.603344255474075,3.724999999999999,3.8000000000000003,0.34173740404146935,12.244897959183673,2.4,2.3,0.5238095238095238,3.604305346464899,2.050390328755724,2.200209136556223,0.17570738675695918,11.320754716981133,2.5,2.3,0.5233644859813084,6.636415201361316,2.2,1.9999999999999998,0.24612180569627384
142200,11.11111111111111,2.5,2.4,0.5,5.620155038759689,1.9000000000000001,1.9999999999999998,0.3198785106904336,12.244897959183673,2.4,2.3,0.5227272727272726,3.677711794945326,2.158506018837254,2.3094451317891203,0.17585572583924897,12.0,2.4,2.3,0.5217391304347826,6.066536203522505,1.6,1.4999999999999998,0.24193744911579174
