index,fB_median_Thorax,Ti_median_Thorax,Te_median_Thorax,duty_median_Thorax,fBirq_Abd,Tiirq_Abd,Teirq_Abd,duty_irq_Abd,fBmedian_Abdomen,Ti_median_Abdomen,Te_median_Abdomen,duty_median_Abdomen,fBirq_Thorax,Tiirq_Thorax,Teirq_Thorax,duty_irq_Thorax,fB_median_Tot,Ti_median_Tot,Te_median_Tot,duty_median_Tot,fBirq_Tot,Tiirq_Tot,Teirq_Tot,duty_irq_Tot,activity
14400,2.0,9.7,9.100000000000001,0.44787460601414086,2.409588658900805,5.124999999999999,17.35,0.574429314466628,5.263157894736842,1.3,10.0,0.1171171171171171,1.9724851818333853,7.08590149522275,154.5373833644884,0.1906407604728599,3.6363636363636367,3.0,7.1,0.32608695652173914,3.527850329320917,3.8500000000000005,13.450000000000001,0.4134709945054773,cyclette
14700,4.279622296679865,6.8,2.05,0.6270417422867514,3.864661654135338,6.624999999999999,9.274999999999999,0.5886758125819472,5.263157894736842,1.3,10.0,0.1171171171171171,1.9724851818333853,7.08590149522275,154.5373833644884,0.1906407604728599,3.5294117647058822,4.2,6.5,0.39252336448598135,4.8106712564543885,18.0,15.9,0.7168598524762908,cyclette
15000,4.724409448818897,4.8,2.8,0.6775475447062164,3.9585730724971233,6.699999999999999,9.6,0.6036724864539433,7.2289156626506035,1.3,6.9,0.2229965156794425,5.218385652025948,36.47826306816963,55.506232426956295,0.26919544576455934,3.6363636363636367,5.4,8.5,0.3668639053254438,3.6115718550887115,6.600000000000001,15.2,0.5839358084861931,cyclette
15300,4.054239145322558,7.25,4.0,0.6497700668896321,5.454289732770746,16.4,9.55,0.6012992622120177,5.9405940594059405,4.2,5.3,0.44943165257942286,3.530168153202145,3.247296290192828,5.11503732986572,0.2236139022183563,4.8,4.2,6.3,0.44,4.84370701762006,5.3999999999999995,9.850000000000001,0.3935437514168205,cyclette
15600,4.10958904109589,6.6,6.0,0.5368421052631579,5.080838484766989,11.75,9.000000000000002,0.550367384030467,5.660881174899867,4.2,5.4,0.44233091787439616,3.5568757527651536,3.5355299005325795,5.2669882833875805,0.2247560426097153,7.318161535029004,3.25,3.5,0.4381818181818182,6.213431535732012,3.8000000000000003,5.675000000000001,0.4556722237573302,cyclette
15900,7.643622200584227,3.6500000000000004,3.2,0.5034246575342466,5.705705705705706,3.8999999999999995,3.9749999999999996,0.3656909124972074,9.523809523809524,2.6,2.7,0.4565217391304348,3.972152631056564,2.1479647988594586,2.6789256305995703,0.1979573068496377,8.823529411764707,2.8,2.8,0.4444444444444444,6.177728954671599,2.575,3.4749999999999996,0.41313364055299534,cyclette
16200,8.450704225352114,3.0,2.7,0.4905660377358491,6.244897959183673,3.5,3.5,0.3915915915915916,9.375,2.7,2.8499999999999996,0.4547453001819285,3.9371721851267965,2.141643732681508,2.9008673359391595,0.19540414403596776,9.160839160839162,2.8,2.7,0.4474627688913403,5.790967500467844,2.5250000000000004,3.4250000000000007,0.41082949308755756,cyclette
16500,8.333333333333334,3.1,2.7,0.4905660377358491,5.764705882352942,3.425,3.5,0.3729925577751665,9.523809523809524,2.6,2.7,0.4565217391304348,3.9274680903778316,2.117066127552985,2.65431656641112,0.19830178410809637,8.823529411764705,2.9,2.8,0.44594594594594594,6.11123959296947,2.6000000000000005,3.4499999999999997,0.4046398195701204,cyclette
16800,8.571428571428571,3.0,2.6,0.5079701120797011,5.967080029767869,3.4000000000000004,3.175,0.38853429389956196,9.523809523809524,2.6,2.7,0.4641025641025641,3.8848889362368646,2.165901247982348,2.4639874191170685,0.20134874291103502,8.88937664618086,2.8,2.8,0.44519519519519524,5.990999634038484,2.6000000000000005,3.4,0.4035121328224776,cyclette
17100,8.108108108108109,3.2,3.1,0.48888888888888893,5.582005917043828,3.4499999999999997,3.8500000000000005,0.3870248565900739,9.836065573770492,2.5,2.6,0.45360824742268047,3.8393649837272013,2.1344025175102583,2.3704700140561883,0.20830330901393973,8.955223880597016,2.8,2.7,0.4489795918367347,5.789213260762,2.5,3.5,0.4005865102639296,cyclette
17400,8.333333333333334,3.1,2.8,0.48863049095607236,5.438401775804662,3.4750000000000005,3.5749999999999993,0.3882179040349955,9.600614439324117,2.6,2.6,0.4641025641025641,3.859810742707896,2.1379376854290086,2.4567267322610866,0.206782767020491,8.88937664618086,2.8499999999999996,2.8,0.4474627688913403,5.738011988011987,2.6000000000000005,3.4,0.40519713261648743,cyclette
17700,8.333333333333334,3.0,2.75,0.48888888888888893,5.8235294117647065,3.5000000000000004,3.5,0.393924976207529,9.677419354838712,2.6,2.6,0.4666666666666667,3.8779193040220075,2.124843989160922,2.4786173615863407,0.20725825275617873,8.450704225352114,3.0,2.9,0.44594594594594594,6.059330948874394,2.5000000000000004,3.5000000000000004,0.3917828319882612,cyclette
18000,8.276255707762557,3.1,2.8,0.48972746331236894,5.509514985838489,3.4000000000000004,3.5,0.38474148908931516,9.836065573770492,2.5,2.6,0.45360824742268047,3.847696397711457,2.097368528543696,2.436132400955131,0.21001738755790889,8.511066398390343,2.9,2.8499999999999996,0.4444444444444444,5.857060566161948,2.6000000000000005,3.5000000000000004,0.40755820155059,cyclette
18300,8.571428571428571,2.9,2.6,0.4905660377358491,6.667462971810798,3.3,3.0999999999999996,0.39420151920151925,10.0,2.5,2.6,0.4565217391304348,3.8056485563928217,2.0471736567653007,2.410061640912743,0.20991982402584633,9.09090909090909,2.8,2.8,0.4520547945205479,5.814796905222437,2.5,3.4000000000000004,0.40214510698381667,cyclette
18600,8.571428571428571,2.9,2.7,0.5,5.885772962761543,3.2500000000000004,3.3499999999999996,0.39611630861630864,9.523809523809524,2.6,2.7,0.4562020460358056,3.9021929501039883,2.1309658768329176,2.6513371030921977,0.20392695881267123,8.333333333333334,3.0,3.05,0.44519519519519524,5.798324742268041,2.5000000000000004,3.475000000000001,0.3909682715321796,cyclette
18900,8.333333333333334,3.05,2.8,0.49056603773584906,5.408990011098778,3.4000000000000004,3.5,0.3856523837502098,9.090909090909092,2.8,3.3,0.4565217391304348,3.8019777490099376,2.3546469443401215,3.144598659538604,0.2058516196921992,8.823529411764707,2.9,2.9,0.44594594594594594,5.65149136577708,2.6000000000000005,3.4,0.40344827586206894,cyclette
19200,8.276255707762557,3.1,2.8499999999999996,0.48972746331236894,5.495511998534531,3.425,3.5,0.38346960677730724,9.523809523809524,2.7,2.7,0.4615384615384616,3.8877954921549205,2.118936330696796,2.641694669078484,0.2051880584690755,8.823529411764707,2.9,2.9,0.4520547945205479,5.564876117671149,2.6000000000000005,3.4,0.390282131661442,cyclette
