index,fB_median_Thorax,Ti_median_Thorax,Te_median_Thorax,duty_median_Thorax,fBirq_Abd,Tiirq_Abd,Teirq_Abd,duty_irq_Abd,fBmedian_Abdomen,Ti_median_Abdomen,Te_median_Abdomen,duty_median_Abdomen,fBirq_Thorax,Tiirq_Thorax,Teirq_Thorax,duty_irq_Thorax,fB_median_Tot,Ti_median_Tot,Te_median_Tot,duty_median_Tot,fBirq_Tot,Tiirq_Tot,Teirq_Tot,duty_irq_Tot
0,14.119601328903656,2.5999999999999996,1.45,0.6458719851576994,3.3625948519565547,0.7250000000000005,0.6249999999999998,0.13932184287206573,13.049645390070921,1.35,3.1,0.30734126984126986,1.8384807685864533,0.3553700589355817,0.732523657700493,0.09332385218922055,33.333333333333336,0.8,0.8,0.5,8.92857142857143,0.40000000000000013,0.5,0.23529411764705888
300,21.42857142857143,2.0,1.1,0.6458333333333334,14.615384615384613,1.4,0.9,0.21250662427133016,13.636363636363637,1.3,3.0,0.3181818181818181,9.13350969510552,0.4721279084154652,1.1120337439210413,0.14895397638253474,33.333333333333336,0.8,0.8,0.5,11.27819548872181,0.5000000000000001,0.5000000000000001,0.2212885154061625
600,17.647058823529413,2.1,1.2,0.6410256410256411,15.714285714285712,1.3,0.6,0.21250662427133016,13.79492600422833,1.4,2.9,0.3544973544973545,8.056385431809518,0.45501322732096156,0.992831448793946,0.13139700545469618,35.29411764705882,0.8,0.7,0.5,18.643724696356276,0.6,0.5000000000000001,0.20529878618113917
900,14.285714285714285,2.4,1.7,0.6153846153846154,2.5,0.8500000000000001,0.6499999999999999,0.16287878787878785,13.333333333333332,1.5,3.0,0.35,2.6289673802656393,0.34528753937622025,0.7288430017583494,0.0946244599796341,21.42857142857143,1.4,1.4,0.5102040816326531,12.987012987012989,1.2999999999999998,1.4000000000000001,0.2666666666666667
1200,13.953488372093023,2.6,1.5,0.625,2.5,0.8999999999999999,0.6000000000000001,0.15555555555555567,13.636363636363637,1.5,2.95,0.3488372093023256,2.460896380549187,0.30084283314782534,0.6973898221959969,0.08741614725381681,18.18181818181818,1.4,1.7,0.5102040816326531,12.987012987012989,1.2999999999999998,1.2000000000000002,0.30666666666666664
1500,13.953488372093023,2.5,1.55,0.6225,2.3005319148936163,1.0,0.7000000000000002,0.17261904761904767,13.636363636363637,1.5,2.9,0.3488372093023256,2.329689093855967,0.2981130915544497,0.6719984141649056,0.08564477414085245,18.46590909090909,1.45,1.5499999999999998,0.5,12.603462285328668,1.3499999999999999,1.1,0.2912648221343873
1800,14.119601328903654,2.4,1.55,0.6225,2.3005319148936163,1.025,0.7250000000000003,0.18761904761904769,13.636363636363637,1.5,2.8,0.3488372093023256,3.616444220691397,0.2935673997258861,0.7716657394675582,0.0869822453454495,17.64705882352941,1.6,1.7,0.5,11.801242236024848,1.2999999999999998,1.0000000000000002,0.24869565217391304
2100,14.285714285714285,2.4,1.6,0.62,3.9007092198581557,1.1,0.9000000000000001,0.21047619047619048,13.953488372093023,1.45,2.8,0.3494186046511628,4.921115257497746,0.3054400936250033,0.8797941227427576,0.09321194535728355,33.333333333333336,0.8500000000000001,0.8500000000000001,0.5,17.85714285714286,0.5,0.6000000000000001,0.21272819472616633
2400,14.285714285714285,2.3499999999999996,1.5,0.6225,4.37689969604863,1.2750000000000001,0.8,0.19494047619047628,13.953488372093023,1.4,2.7,0.3518518518518518,5.162426406119548,0.3244888264300174,0.8970970432583262,0.09771461404158112,17.647058823529413,1.6,1.5,0.5,10.986024844720497,1.2999999999999998,1.0250000000000004,0.25654402077036353
2700,14.285714285714285,2.3499999999999996,1.5,0.6225,4.755050956552834,1.4000000000000001,0.7,0.21505869405722677,14.119601328903654,1.4,2.6500000000000004,0.36111111111111116,5.3420578012350175,0.3311218419170196,0.9214668601447785,0.10725340619711513,17.647058823529413,1.6,1.4,0.5102040816326531,10.714285714285715,1.2999999999999998,1.1,0.2549019607843137
