fB_median_Thorax,fBmedian_Abdomen,fB_median_Tot
13.33333333,13.04347826,15.38461538
13.33333333,13.04347826,15.38461538
13.33333333,13.04347826,15
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,16.21621622
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,16.21621622
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,13.33333333
13.33333333,13.04347826,13.95348837
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15
13.33333333,13.04347826,15
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15
13.33333333,13.04347826,15
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,12.76595745,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.38461538
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,12.76595745,15.78947368
13.33333333,13.04347826,15.38461538
13.33333333,13.04347826,15.38461538
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.38461538
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15
13.04347826,13.04347826,15.38461538
13.04347826,13.04347826,15.38461538
13.33333333,13.04347826,14.63414634
13.33333333,13.04347826,14.63414634
11.76470588,12.5,14.28571429
11.76470588,12.5,14.28571429
13.33333333,13.04347826,16.21621622
13.33333333,13.04347826,16.21621622
13.33333333,13.04347826,15.78947368
13.33333333,13.04347826,15.38461538
13.33333333,13.04347826,15.78947368
13.04347826,13.04347826,13.33333333
13.04347826,13.04347826,13.33333333
13.33333333,13.04347826,14.28571429
13.33333333,13.04347826,14.28571429
13.33333333,13.04347826,14.63414634
13.33333333,13.04347826,15
13.33333333,13.04347826,15
13.33333333,14.45993031,15.38461538
13.33333333,14.28571429,15.38461538
13.04347826,14.28571429,13.33333333
13.33333333,14.28571429,14.63414634
13.33333333,14.28571429,15.38461538
13.33333333,14.28571429,14.63414634
13.33333333,14.63414634,15
13.33333333,14.28571429,15.38461538
13.33333333,14.63414634,15.38461538
13.33333333,14.28571429,14.63414634
13.33333333,14.63414634,15.38461538
13.33333333,14.63414634,15.38461538
13.33333333,14.28571429,15.38461538
13.33333333,14.28571429,15
13.33333333,14.28571429,15
13.33333333,14.63414634,15.38461538
13.33333333,14.63414634,15.78947368
13.33333333,14.63414634,15.78947368
13.33333333,14.63414634,15.78947368
13.33333333,14.63414634,15.78947368
13.33333333,14.28571429,15
13.33333333,14.28571429,15
13.33333333,14.28571429,15.38461538
13.33333333,14.63414634,15.38461538
13.33333333,14.28571429,15.78947368
13.33333333,14.28571429,15.78947368
13.33333333,14.28571429,15.78947368
13.33333333,14.28571429,15.38461538
13.33333333,14.63414634,15.19230769
13.33333333,14.28571429,14.63414634
13.33333333,14.63414634,15
13.33333333,14.63414634,15
13.33333333,14.63414634,15
13.33333333,14.28571429,15.78947368
13.33333333,14.28571429,15.78947368
13.33333333,14.63414634,15.78947368
13.33333333,14.63414634,15.38461538
13.33333333,14.63414634,15
13.33333333,14.63414634,14.28571429
12,13.95348837,11.53846154
12.24489796,13.95348837,11.11111111
13.33333333,14.28571429,14.63414634
13.33333333,14.63414634,15.38461538
13.33333333,14.28571429,15
13.33333333,14.28571429,15
13.33333333,14.28571429,15.38461538
13.33333333,14.28571429,15.38461538
13.33333333,14.28571429,15.78947368
13.33333333,14.28571429,15.78947368
13.33333333,14.28571429,15.78947368
13.04347826,13.95348837,14.63414634
12.24489796,13.95348837,13.04347826
12.24489796,14.28571429,13.04347826
13.04347826,14.63414634,14.63414634
13.33333333,14.63414634,14.63414634
12.24489796,14.28571429,14.28571429
12.24489796,14.28571429,14.63414634
13.1884058,14.63414634,15.38461538
13.33333333,14.63414634,15
13.33333333,14.63414634,14.63414634
13.33333333,14.63414634,14.63414634
13.33333333,14.63414634,15
13.33333333,14.63414634,14.63414634
13.33333333,14.63414634,15
13.33333333,14.63414634,15
13.04347826,14.63414634,15
13.04347826,14.63414634,15
13.33333333,14.63414634,15
13.33333333,14.63414634,15.78947368
13.33333333,14.63414634,15.38461538
13.33333333,14.63414634,15.38461538
13.33333333,14.63414634,15.78947368
13.04347826,14.63414634,15.78947368
13.33333333,14.63414634,15.38461538
13.33333333,14.63414634,15.78947368
13.33333333,14.63414634,15.38461538
13.33333333,14.63414634,15
13.04347826,14.63414634,15
13.04347826,14.28571429,14.28571429
13.33333333,14.63414634,14.63414634
6.741573034,9.836065574,14.63414634
7.317073171,9.230769231,14.63414634
13.04347826,14.28571429,14.28571429
13.04347826,14.63414634,14.63414634
13.33333333,14.63414634,15.78947368
13.33333333,14.63414634,15.78947368
13.33333333,14.63414634,15.78947368
13.33333333,14.63414634,15.78947368
13.33333333,14.63414634,15.78947368
13.04347826,14.63414634,15.78947368
11.53846154,13.63636364,12.76595745
11.32075472,13.63636364,12.76595745
13.04347826,14.63414634,14.28571429
13.04347826,14.63414634,15.38461538
13.04347826,14.28571429,15.38461538
13.04347826,14.28571429,15.38461538
13.04347826,14.28571429,15.38461538
13.04347826,14.28571429,15.38461538
13.04347826,14.28571429,15
13.04347826,14.28571429,15.38461538
13.04347826,14.28571429,15.38461538
13.04347826,14.28571429,15.38461538
13.04347826,14.63414634,15.38461538
13.04347826,14.28571429,15.38461538
13.04347826,14.28571429,14.63414634
12.76595745,14.28571429,12.76595745
13.04347826,14.63414634,13.95348837
13.04347826,14.28571429,14.28571429
13.04347826,14.28571429,15
13.04347826,14.45993031,14.63414634
13.04347826,14.28571429,14.28571429
13.04347826,14.28571429,15.38461538
13.04347826,14.63414634,15.38461538
13.04347826,14.63414634,15.38461538
13.04347826,14.63414634,14.28571429
13.04347826,14.28571429,14.63414634
13.04347826,14.28571429,13.63636364
13.04347826,14.28571429,13.63636364
13.04347826,14.28571429,15.78947368
13.04347826,14.28571429,16.21621622
13.04347826,14.28571429,16.21621622
13.04347826,14.28571429,15.38461538
13.04347826,14.28571429,13.63636364
13.04347826,14.28571429,14.28571429
13.04347826,14.28571429,15.78947368
13.04347826,14.28571429,15.38461538
13.04347826,14.28571429,15
13.04347826,14.28571429,14.28571429
13.04347826,14.28571429,14.28571429
13.04347826,14.28571429,14.63414634
13.04347826,14.28571429,14.63414634
13.04347826,13.95348837,12.76595745
13.04347826,13.95348837,13.33333333
13.04347826,13.95348837,13.95348837
13.04347826,14.63414634,15.78947368
13.04347826,14.28571429,15.78947368
13.04347826,14.28571429,15.78947368
13.04347826,14.63414634,14.28571429
13.04347826,14.28571429,13.95348837
13.04347826,14.28571429,13.95348837
13.04347826,14.63414634,15
13.04347826,14.28571429,15.38461538
13.04347826,14.63414634,15.38461538
13.04347826,14.63414634,14.63414634
13.04347826,14.28571429,14.63414634
13.04347826,14.28571429,15.38461538
13.04347826,14.28571429,15
13.04347826,14.28571429,15
13.04347826,14.28571429,15.78947368
13.04347826,14.28571429,15.38461538
13.04347826,14.63414634,15.78947368
13.04347826,14.63414634,15.78947368
13.04347826,14.28571429,13.95348837
13.04347826,14.63414634,13.95348837
13.04347826,14.28571429,14.28571429
13.04347826,14.28571429,14.28571429
13.04347826,14.28571429,14.28571429
13.04347826,14.63414634,14.63414634
13.04347826,14.28571429,15.78947368
13.04347826,14.63414634,15.38461538
13.95348837,14.28571429,15.78947368
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.38461538
13.95348837,14.28571429,15
14.28571429,14.28571429,14.28571429
13.95348837,14.28571429,14.28571429
14.28571429,14.28571429,15.38461538
14.28571429,14.28571429,14.28571429
14.28571429,14.63414634,14.63414634
13.95348837,14.28571429,15
13.95348837,14.63414634,15
13.95348837,14.63414634,15
14.28571429,14.28571429,14.63414634
14.28571429,14.28571429,14.63414634
13.95348837,14.63414634,15.38461538
14.28571429,14.28571429,15.38461538
14.28571429,14.28571429,15.38461538
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.78947368
13.95348837,14.63414634,15
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,14.63414634
14.28571429,14.63414634,15.38461538
14.28571429,14.63414634,15.38461538
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.78947368
14.28571429,14.28571429,14.28571429
14.28571429,14.28571429,14.63414634
14.28571429,14.28571429,16.21621622
13.95348837,14.28571429,15.38461538
13.95348837,14.63414634,15
13.95348837,14.63414634,15
14.28571429,14.63414634,15.38461538
13.95348837,14.28571429,15.38461538
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,16.21621622
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15
14.28571429,14.63414634,15
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.38461538
14.28571429,14.28571429,15
13.95348837,14.28571429,15
13.95348837,14.28571429,15.78947368
14.28571429,14.63414634,15
14.28571429,14.63414634,15.38461538
14.28571429,14.63414634,15.78947368
13.95348837,14.63414634,15.78947368
14.28571429,14.28571429,15.78947368
14.28571429,14.28571429,14.63414634
14.28571429,14.28571429,14.63414634
14.28571429,14.63414634,14.63414634
14.28571429,14.63414634,15.38461538
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.38461538
14.28571429,14.28571429,15
13.95348837,14.28571429,15.38461538
13.63636364,14.28571429,15
13.95348837,14.28571429,14.63414634
13.95348837,14.63414634,14.63414634
14.28571429,14.63414634,15
13.95348837,14.63414634,15.78947368
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,14.28571429
14.28571429,14.63414634,15
13.95348837,14.63414634,13.95348837
14.28571429,14.63414634,15
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15
14.28571429,14.63414634,14.63414634
13.95348837,14.63414634,14.28571429
14.28571429,14.63414634,14.63414634
14.28571429,14.63414634,15
14.28571429,14.63414634,15
14.28571429,14.63414634,15
13.95348837,14.63414634,15
13.95348837,14.28571429,14.63414634
13.95348837,14.28571429,15
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,16.21621622
13.95348837,14.63414634,15.78947368
13.95348837,14.63414634,15.78947368
14.28571429,14.28571429,15.78947368
14.28571429,14.28571429,15.38461538
14.28571429,14.63414634,15
14.28571429,14.63414634,15
13.95348837,14.63414634,15.38461538
13.95348837,14.28571429,15.38461538
13.95348837,14.63414634,15.78947368
14.28571429,14.63414634,15
13.04347826,13.04347826,13.63636364
0.549498758,3.821656051,5.555555556
0.621635354,4.562803609,5.530071356
13.95348837,14.28571429,14.28571429
0.262812089,0.522193211,12.24489796
0.262869673,0.522193211,12
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,13.95348837
13.63636364,13.95348837,12.24489796
13.63636364,13.95348837,12.24489796
13.95348837,14.28571429,14.28571429
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
13.95348837,15,14.28571429
13.95348837,14.63414634,13.95348837
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.28571429
14.28571429,14.63414634,14.63414634
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,15.38461538
13.95348837,15,15.38461538
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,15
14.28571429,14.63414634,15
14.28571429,14.63414634,14.63414634
13.95348837,14.63414634,15
13.95348837,15,14.63414634
14.28571429,15,15
13.95348837,14.63414634,15
8.333333333,11.53846154,13.04347826
8.108108108,11.53846154,13.04347826
14.28571429,14.63414634,15
13.95348837,14.63414634,15
13.63636364,13.95348837,13.63636364
13.63636364,13.95348837,13.63636364
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,15
13.95348837,14.63414634,15
13.63636364,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.63636364,14.63414634,14.28571429
13.63636364,14.63414634,14.28571429
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,15,14.28571429
13.95348837,14.63414634,15
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.45993031
13.95348837,14.63414634,14.28571429
13.95348837,14.81707317,14.28571429
13.63636364,15,14.28571429
13.95348837,15,14.63414634
13.95348837,15,14.28571429
13.95348837,15,14.63414634
13.95348837,15,14.63414634
13.95348837,15,14.63414634
13.95348837,15,14.63414634
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,15
13.95348837,14.63414634,15
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,15,14.63414634
13.95348837,15,14.63414634
13.95348837,15,14.63414634
13.95348837,15,14.63414634
13.95348837,15,14.28571429
13.95348837,14.63414634,13.95348837
13.95348837,14.63414634,14.28571429
13.95348837,15,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,13.95348837
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,15,14.63414634
13.95348837,14.63414634,13.95348837
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.28571429
13.95348837,15,14.63414634
13.95348837,15,14.63414634
13.63636364,13.95348837,14.28571429
13.95348837,13.95348837,14.28571429
2.702702703,3.50877193,7.058823529
2.666666667,0.202360877,6.18556701
13.63636364,13.04347826,12.76595745
13.95348837,14.63414634,15.38461538
14.28571429,14.63414634,15.38461538
13.63636364,13.95348837,14.28571429
13.95348837,13.95348837,14.28571429
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15
14.28571429,14.63414634,15
14.28571429,14.63414634,15.38461538
14.28571429,14.28571429,15.78947368
14.28571429,14.28571429,14.63414634
14.28571429,14.63414634,14.63414634
14.28571429,14.63414634,14.63414634
14.28571429,14.28571429,14.63414634
13.95348837,14.28571429,15.78947368
6.666666667,5.128579778,12.76595745
0.195222893,0.202360877,12.24489796
4.379562044,1.974218268,12.76595745
13.95348837,14.63414634,15
13.95348837,14.63414634,14.63414634
13.95348837,15,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.28571429
13.63636364,13.95348837,13.95348837
13.63636364,14.28571429,13.95348837
13.95348837,15,14.63414634
13.95348837,14.63414634,15
14.28571429,14.63414634,15
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,15
13.63636364,14.63414634,12.76595745
13.63636364,14.28571429,12.76595745
13.95348837,14.63414634,15
14.28571429,14.63414634,15.38461538
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
14.28571429,14.63414634,14.63414634
14.28571429,15,14.63414634
14.28571429,14.63414634,15
14.28571429,14.63414634,15
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.38461538
14.28571429,14.63414634,15.38461538
14.28571429,14.63414634,14.28571429
14.28571429,14.63414634,14.63414634
14.28571429,14.63414634,15
14.28571429,14.63414634,15.38461538
14.28571429,15,15
14.28571429,14.63414634,15
14.28571429,15,15
14.28571429,14.63414634,14.28571429
14.28571429,15,14.63414634
14.28571429,14.63414634,15.38461538
