fB_median_Thorax,fBmedian_Abdomen,fB_median_Tot
14.28571429,14.63414634,15.38461538
14.28571429,15,15.78947368
13.95348837,14.63414634,15.38461538
14.28571429,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
14.28571429,14.63414634,15.38461538
13.95348837,14.63414634,15.38461538
14.28571429,15,15.38461538
13.95348837,15,14.28571429
13.95348837,15,14.63414634
13.95348837,15,15
14.28571429,15,14.63414634
14.28571429,14.63414634,15
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.38461538
14.28571429,15,15.38461538
14.28571429,15,14.63414634
14.28571429,15,14.63414634
14.28571429,15,14.63414634
14.28571429,14.63414634,15.38461538
14.28571429,15,14.63414634
14.28571429,14.63414634,14.63414634
14.28571429,14.28571429,15.78947368
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.78947368
13.95348837,14.63414634,15.78947368
13.95348837,14.63414634,15.38461538
14.28571429,14.63414634,14.28571429
14.28571429,14.63414634,14.28571429
14.28571429,15,14.63414634
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.38461538
14.28571429,14.63414634,15.78947368
14.28571429,14.63414634,15.38461538
14.28571429,14.63414634,15.38461538
13.95348837,14.63414634,13.95348837
14.28571429,14.63414634,14.28571429
14.28571429,14.63414634,14.63414634
13.95348837,14.63414634,15.38461538
13.95348837,14.28571429,15.38461538
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
13.63636364,14.63414634,14.63414634
13.95348837,14.63414634,15
13.95348837,14.63414634,15
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,15
13.95348837,14.28571429,13.33333333
13.95348837,14.28571429,14.28571429
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,15.78947368
13.95348837,14.63414634,15
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,15
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,15.38461538
13.95348837,14.28571429,15
13.95348837,14.28571429,15
13.95348837,14.28571429,15
13.95348837,14.63414634,15
13.95348837,14.28571429,15
13.95348837,14.63414634,15
13.95348837,14.63414634,15
0.412261588,0.522193211,12.24489796
2.816901408,1.260504202,12
13.33333333,7.894736842,12.5
5.769230769,2.083333333,12.24489796
0.468217317,0.557103064,11.32075472
0.508474576,0.557103064,11.76470588
13.95348837,14.63414634,15
14.28571429,14.63414634,15.38461538
14.63414634,14.63414634,15.38461538
14.63414634,15,15.38461538
14.63414634,14.63414634,15.38461538
14.28571429,15,15
14.28571429,15,15
14.28571429,15,15.38461538
14.28571429,14.63414634,15.38461538
14.63414634,14.63414634,15.78947368
14.28571429,15,15.78947368
14.28571429,15,15
14.28571429,15,15
14.28571429,15,15
14.28571429,15,15.38461538
14.63414634,15,15.38461538
14.28571429,15,15.38461538
14.28571429,15,15.38461538
14.63414634,15,15.38461538
14.28571429,15,15.78947368
14.28571429,15,15.38461538
14.28571429,15,15.38461538
14.28571429,15,15.78947368
14.28571429,15,15.78947368
14.63414634,15,15.38461538
14.63414634,15,15.38461538
14.28571429,15,14.63414634
14.28571429,15,15
14.63414634,15,15.38461538
14.63414634,15,15.38461538
14.63414634,15,15.38461538
14.28571429,14.63414634,14.28571429
14.28571429,14.63414634,14.28571429
13.63636364,13.33333333,16.21621622
13.63636364,13.33333333,16.21621622
14.28571429,15,16.00284495
14.28571429,15,15.78947368
14.63414634,15,15
14.63414634,15,15
14.63414634,14.63414634,15.38461538
14.28571429,14.63414634,14.63414634
14.28571429,14.63414634,15
14.28571429,15,15.38461538
14.63414634,15,15.38461538
14.63414634,15,15.38461538
14.63414634,15,15.78947368
14.63414634,14.63414634,15.38461538
14.63414634,15,15
14.28571429,15,14.63414634
14.28571429,15,15.38461538
14.28571429,15,15.38461538
14.28571429,15,15.38461538
14.63414634,15,15.38461538
14.63414634,15,15
14.63414634,15,15
14.28571429,15,15.38461538
14.28571429,14.63414634,15.38461538
14.28571429,15,15.38461538
14.28571429,14.63414634,14.63414634
14.28571429,14.63414634,14.63414634
14.28571429,14.63414634,15
14.28571429,14.63414634,15
14.28571429,14.63414634,15
14.28571429,14.81707317,14.63414634
14.28571429,15,15
14.63414634,15,15.38461538
13.33333333,12.24489796,13.33333333
13.33333333,12.24489796,13.33333333
14.63414634,15,15.78947368
14.63414634,15,15.78947368
14.63414634,15,15.38461538
10.52631579,2.173941582,12.5
11.53846154,2.173941582,12.5
14.63414634,14.63414634,15.38461538
14.63414634,15,15.38461538
14.28571429,15,15.38461538
14.28571429,15,15
14.28571429,15,15.38461538
14.28571429,15,15.38461538
14.63414634,15,15.38461538
14.28571429,15,15.38461538
14.28571429,15,15.38461538
14.28571429,15,15.38461538
14.63414634,15,15.38461538
14.63414634,15,15.38461538
14.63414634,15,15.38461538
14.63414634,15,15.38461538
14.28571429,15,15
14.28571429,15,14.63414634
14.28571429,15,15.38461538
14.63414634,15,15.38461538
14.28571429,15,15.38461538
14.28571429,15,15.38461538
0.51670448,0.429184549,12.5
0.524934383,0.429184549,12.24489796
13.95348837,14.63414634,14.28571429
14.28571429,14.63414634,15.38461538
14.28571429,14.63414634,15.38461538
14.28571429,14.63414634,15.38461538
14.63414634,15,15.78947368
14.28571429,15,14.28571429
1.907910701,0.983606557,12.24489796
1.907910701,0.435097897,11.53846154
13.04347826,11.11111111,13.33333333
13.95348837,14.63414634,13.95348837
13.95348837,14.63414634,13.95348837
13.63636364,14.63414634,14.28571429
13.95348837,14.63414634,14.28571429
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.28571429
14.28571429,14.63414634,15
13.04347826,12,14.28571429
13.04347826,12.24489796,14.63414634
13.95348837,14.63414634,15
13.95348837,14.28571429,15
13.95348837,14.28571429,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.28571429
13.95348837,15,14.28571429
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,15.38461538
13.95348837,14.63414634,14.63414634
13.95348837,14.63414634,14.63414634
13.95348837,15,14.28571429
10.08474576,7.407407407,11.11111111
,,
1.870685525,5.330687532,17.15686275
1.870685525,5.330687532,5.412654746
11.53846154,12.76595745,6.25
6.315789474,3.636363636,6.327433628
2.747160639,3.636363636,10.16949153
6.976744186,3.636363636,6.710089714
10.52631579,10.71428571,15.78947368
10.43557169,10.71428571,12.90471785
10.34482759,9.836065574,12.90471785
10.34482759,9.523809524,12.76595745
10.34482759,6.562275879,7.594936709
3.6994003,6.066176471,3.045685279
4.324604615,5.611888112,2.150537634
10.81168831,8.392018779,8.108108108
7.501172058,5.291375291,9.523809524
7.501172058,4.054054054,9.523809524
10.62030075,9.918032787,9.836065574
10.52631579,10,9.836065574
10.52631579,10.08474576,9.918032787
10.34482759,6.25,9.523809524
10.34482759,6.125,9.523809524
10.62030075,9.836065574,10
10.52631579,9.836065574,10
10.90909091,10.16949153,10
10.90909091,10.16949153,10
10.71428571,10.16949153,9.836065574
10.90909091,10.16949153,10
10.71428571,10.16949153,10
10.90909091,10.16949153,10.25715956
10.71428571,9.836065574,9.836065574
10.34482759,9.836065574,9.756742464
10.34482759,10,10
10.34482759,9.836065574,10.08474576
10.43557169,9.756742464,10.16949153
10.34482759,9.677419355,9.918032787
10.34482759,9.836065574,10
10.34482759,9.836065574,10
10.34482759,9.677419355,10.16949153
10.34482759,9.677419355,10
10.34482759,9.677419355,10
10.34482759,9.677419355,10
10.34482759,9.756742464,9.523809524
9.836065574,9.677419355,9.523809524
9.918032787,10,10
10.34482759,10,10.16949153
10.34482759,10.16949153,10.16949153
10.16949153,10,10
10.16949153,9.836065574,10
10.16949153,9.677419355,9.836065574
10,9.677419355,9.836065574
10.08474576,9.918032787,9.836065574
10,9.836065574,9.677419355
10.16949153,9.677419355,10
9.836065574,9.677419355,10
9.836065574,9.836065574,9.523809524
9.836065574,9.677419355,9.523809524
9.836065574,9.523809524,9.449404762
9.836065574,9.090909091,9.600614439
9.836065574,9.375,9.523809524
10.16949153,9.160839161,9.523809524
9.836065574,9.375,9.523809524
9.677419355,6.818181818,6.421703297
9.677419355,6.741573034,6.593406593
10.16949153,10.34482759,10
10.16949153,10.16949153,10.16949153
10.16949153,10.16949153,10.16949153
10.16949153,10.16949153,10.16949153
10.16949153,10.16949153,10
9.836065574,10.16949153,9.677419355
9.836065574,10,9.677419355
10,9.836065574,10
9.836065574,9.836065574,9.677419355
10.16949153,10,10
10,9.836065574,9.677419355
10.16949153,10,9.677419355
10.16949153,10.16949153,10
10.16949153,10,10
10,9.836065574,9.677419355
9.677419355,3.636363636,9.375
9.677419355,3.636363636,9.375
10.16949153,10,10
10.08474576,10,10
10,10.16949153,10
9.836065574,10,9.836065574
9.677419355,2.069359212,9.375
9.677419355,2.800641137,9.375
9.677419355,3.125,9.449404762
9.677419355,3.845208845,9.523809524
9.677419355,3.91381948,9.375
9.677419355,5.744101633,9.375
9.677419355,7.053998633,9.523809524
9.677419355,8.450704225,9.302884615
9.677419355,8.334941154,9.375
9.677419355,9.027149321,9.375
9.677419355,8.823529412,9.375
9.836065574,9.677419355,9.836065574
9.677419355,9.836065574,9.677419355
9.677419355,7.107023411,9.375
9.677419355,8.334941154,9.375
9.836065574,8.450704225,9.523809524
9.836065574,8.955223881,9.523809524
9.677419355,9.523809524,9.523809524
9.677419355,9.523809524,9.523809524
9.677419355,8.571428571,9.677419355
9.677419355,8.511066398,9.523809524
8.633540373,9.230769231,9.375
9.677419355,8.571428571,9.677419355
9.677419355,8.571428571,10
10,10.16949153,10
10,10.16949153,10
10,10.16949153,10
10,10.16949153,10
9.836065574,10.16949153,10
10,10,10
10,10.08474576,10
10,10,10
10,9.918032787,10
9.918032787,9.836065574,9.836065574
9.836065574,10,9.836065574
9.836065574,10.16949153,10
9.836065574,10,10
9.836065574,10,10
9.836065574,10.08474576,10
9.836065574,10,10
9.836065574,10,9.677419355
9.836065574,9.523809524,9.677419355
9.836065574,9.677419355,9.677419355
9.836065574,9.836065574,9.677419355
9.836065574,10,9.836065574
9.836065574,10,9.677419355
9.836065574,9.523809524,9.677419355
9.836065574,9.160839161,9.523809524
9.677419355,8.450704225,9.523809524
9.677419355,9.677419355,9.375
9.677419355,9.523809524,9.375
9.677419355,9.375,9.375
9.836065574,9.523809524,9.677419355
10,9.836065574,10
9.836065574,10,9.918032787
9.836065574,10,10
9.836065574,10,10
9.836065574,10,10
9.836065574,10,9.836065574
9.836065574,10,10
9.836065574,9.836065574,9.836065574
9.836065574,9.836065574,9.836065574
9.836065574,9.836065574,9.836065574
9.836065574,9.836065574,9.677419355
9.836065574,9.836065574,9.677419355
9.836065574,10,9.677419355
9.836065574,8.823529412,9.523809524
9.677419355,8.571428571,9.523809524
9.677419355,8.889376646,9.523809524
9.600614439,9.677419355,9.523809524
9.677419355,9.677419355,9.449404762
9.677419355,9.523809524,9.375
9.375,9.677419355,9.375
9.677419355,9.090909091,9.523809524
9.677419355,8.823529412,9.523809524
9.677419355,8.695652174,9.677419355
9.836065574,9.230769231,9.523809524
9.523809524,8.695652174,9.523809524
9.677419355,9.023066486,9.677419355
9.677419355,9.090909091,9.523809524
9.523809524,9.836065574,9.449404762
9.677419355,9.836065574,9.375
9.677419355,8.955223881,9.677419355
9.836065574,10,10
9.836065574,9.836065574,9.836065574
9.836065574,9.836065574,9.836065574
9.836065574,9.836065574,9.836065574
9.836065574,9.677419355,9.836065574
9.836065574,9.023066486,9.677419355
9.836065574,9.090909091,9.677419355
10,10,10
9.836065574,10,10
9.836065574,10,9.836065574
9.836065574,9.836065574,9.836065574
9.836065574,9.836065574,9.836065574
9.836065574,10,10
10,10.16949153,10
10,10,10
10,10.08474576,10
10,10.16949153,10
9.836065574,9.375,9.836065574
10,9.375,9.836065574
10,10.16949153,10
10,10.16949153,10
10,10.16949153,10
10,10.16949153,10
9.523809524,9.677419355,9.160839161
9.523809524,9.677419355,9.160839161
10,10.16949153,9.836065574
10,10.16949153,10
10,10,10
10,10,10
2.090592334,2.459016393,5.128205128
5.73497661,3.679633867,3.550295858
3.50877193,3.679633867,3.550295858
1.395348837,2.010191254,3.093671679
1.223068464,1.993355482,2.678571429
9.523809524,9.756742464,9.090909091
9.677419355,8.759590793,9.375
9.836065574,8.695652174,9.375
20,9.677419355,10
10,9.230769231,9.677419355
10,8.695652174,9.523809524
10,8.695652174,9.600614439
19.35483871,10,10
10,9.677419355,9.836065574
10,9.375,9.677419355
10,9.375,9.677419355
17.64705882,9.230769231,9.836065574
17.64705882,9.523809524,9.836065574
10,9.375,9.375
9.836065574,9.375,9.375
9.836065574,8.695652174,9.523809524
9.836065574,8.759590793,9.523809524
9.836065574,8.823529412,9.375
9.836065574,8.889376646,9.375
9.836065574,8.695652174,9.523809524
9.836065574,9.090909091,9.375
9.836065574,9.230769231,9.375
9.836065574,9.090909091,9.375
9.836065574,9.375,9.230769231
9.836065574,9.375,9.230769231
9.836065574,9.375,9.375
9.836065574,9.375,9.230769231
9.836065574,9.302884615,8.889376646
9.836065574,9.375,9.230769231
9.836065574,9.523809524,9.230769231
9.836065574,9.523809524,9.375
9.836065574,9.523809524,9.375
9.836065574,9.230769231,9.523809524
9.836065574,9.375,9.375
9.836065574,9.375,9.375
9.836065574,9.230769231,9.375
9.836065574,9.375,9.230769231
9.836065574,9.375,9.230769231
9.836065574,9.375,9.090909091
9.836065574,9.375,9.375
9.836065574,9.375,9.375
9.836065574,9.375,9.375
9.836065574,9.375,9.375
10,9.375,9.523809524
9.836065574,9.302884615,9.375
9.836065574,9.375,9.375
9.836065574,9.375,9.375
9.836065574,9.230769231,9.523809524
9.836065574,9.230769231,9.523809524
9.836065574,9.230769231,9.523809524
9.836065574,9.375,9.375
9.836065574,9.375,9.375
9.836065574,9.523809524,9.523809524
9.836065574,9.523809524,9.375
9.836065574,9.523809524,9.230769231
9.836065574,9.375,9.090909091
9.836065574,9.523809524,9.230769231
9.836065574,9.375,9.230769231
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.375,9.375
9.836065574,9.449404762,9.230769231
9.836065574,9.523809524,9.230769231
9.836065574,9.677419355,9.375
9.836065574,9.600614439,9.523809524
9.836065574,9.523809524,9.523809524
9.836065574,9.523809524,9.449404762
9.836065574,9.523809524,9.523809524
9.836065574,9.523809524,9.523809524
9.836065574,9.523809524,9.230769231
9.836065574,9.375,9.375
9.836065574,9.523809524,9.090909091
9.836065574,9.523809524,9.090909091
9.836065574,9.600614439,9.090909091
9.836065574,9.677419355,9.090909091
9.836065574,9.523809524,9.090909091
9.836065574,9.523809524,9.090909091
9.836065574,9.523809524,9.230769231
9.836065574,9.677419355,9.230769231
9.836065574,9.677419355,9.230769231
9.836065574,9.677419355,9.375
9.836065574,9.523809524,9.375
9.836065574,9.677419355,9.230769231
9.836065574,9.677419355,9.230769231
9.836065574,9.677419355,9.230769231
9.836065574,9.677419355,9.230769231
9.836065574,9.677419355,9.230769231
9.836065574,9.523809524,9.090909091
9.836065574,9.523809524,9.090909091
9.836065574,9.677419355,9.230769231
10,9.375,9.523809524
18.75,10.16949153,10.16949153
18.75,10.16949153,10.16949153
18.18181818,10,10
16.66666667,9.836065574,9.836065574
15.78947368,9.836065574,9.836065574
15.78947368,9.836065574,10
10,9.375,9.836065574
10,9.375,9.677419355
10,9.523809524,9.677419355
17.14285714,9.836065574,9.918032787
16.66666667,9.836065574,9.836065574
16.44144144,9.677419355,9.836065574
10,9.375,9.677419355
9.836065574,9.375,9.677419355
9.836065574,9.523809524,9.836065574
9.836065574,9.375,9.677419355
9.836065574,9.375,9.677419355
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
10,9.375,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.375,9.375
9.836065574,9.375,9.449404762
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.523809524,9.230769231
9.836065574,9.523809524,9.375
9.836065574,9.523809524,9.375
9.836065574,9.375,9.523809524
9.836065574,9.523809524,9.375
9.836065574,9.523809524,9.230769231
9.836065574,9.375,9.090909091
9.836065574,9.523809524,9.230769231
9.836065574,9.523809524,9.230769231
9.836065574,9.523809524,9.230769231
9.836065574,9.523809524,9.230769231
9.836065574,9.375,9.523809524
9.836065574,9.523809524,9.677419355
17.14285714,9.523809524,9.836065574
9.836065574,9.375,9.523809524
9.836065574,9.375,9.523809524
10,9.523809524,9.523809524
9.836065574,9.523809524,9.523809524
9.836065574,9.375,9.523809524
9.836065574,9.375,9.677419355
9.836065574,9.375,9.523809524
9.836065574,9.523809524,9.523809524
9.836065574,9.523809524,9.230769231
9.836065574,9.523809524,9.090909091
9.836065574,9.523809524,9.230769231
9.836065574,9.523809524,9.230769231
9.836065574,9.375,9.090909091
9.836065574,9.523809524,9.230769231
9.836065574,9.523809524,9.230769231
9.836065574,9.523809524,9.230769231
9.677419355,9.523809524,9.230769231
9.836065574,9.523809524,9.375
9.836065574,9.523809524,9.230769231
9.836065574,9.523809524,9.375
9.836065574,9.523809524,9.375
9.836065574,9.523809524,9.230769231
9.836065574,9.677419355,9.375
9.836065574,9.677419355,9.375
9.836065574,9.523809524,9.230769231
9.836065574,9.677419355,9.375
9.836065574,9.677419355,9.375
9.836065574,9.523809524,9.523809524
9.836065574,9.523809524,9.375
9.836065574,9.523809524,9.375
9.836065574,9.523809524,9.836065574
13.95348837,9.836065574,9.836065574
15,9.523809524,9.836065574
9.523809524,9.523809524,9.523809524
9.523809524,9.523809524,9.523809524
13.63636364,10,10
10,9.523809524,9.756742464
10,9.523809524,9.836065574
15.78947368,9.756742464,10
15,9.836065574,9.836065574
10,9.523809524,9.836065574
10,9.523809524,9.836065574
16.66666667,10,10
15.38461538,9.836065574,10
10,10,10
10,10,10
16.21621622,10,9.836065574
16.21621622,9.677419355,9.836065574
10,9.836065574,10
10,9.836065574,10
10,9.677419355,9.836065574
10,9.836065574,9.836065574
10,9.836065574,10
10,9.523809524,9.836065574
10,9.523809524,9.836065574
16.21621622,9.677419355,10
16.21621622,9.836065574,10
16.21621622,10,10
16.66666667,10,10
15.38461538,9.836065574,10
10,9.523809524,9.836065574
10,9.375,9.523809524
10,9.375,9.523809524
17.64705882,9.836065574,10
2.5,3.977272727,2.321300287
2.505230126,3.409090909,2.307692308
9.836065574,9.523809524,9.375
10.16949153,9.836065574,10
10.16949153,9.836065574,10
10.16949153,9.677419355,9.836065574
9.836065574,9.523809524,9.677419355
9.836065574,9.375,9.677419355
10.16949153,9.523809524,9.677419355
10.16949153,9.836065574,9.836065574
10.16949153,9.836065574,9.836065574
10,9.836065574,10
10,9.836065574,10
10.16949153,9.836065574,10
10.16949153,9.836065574,10.16949153
10.16949153,9.836065574,10
10.16949153,9.836065574,10
10.16949153,9.836065574,10.16949153
10.16949153,9.836065574,10.16949153
10.16949153,9.836065574,10.16949153
10.16949153,10,10.16949153
10.16949153,9.836065574,10
10.16949153,9.836065574,10
10.16949153,10,10.16949153
10.16949153,10,10.16949153
10.16949153,10,10.16949153
10.16949153,10,10.16949153
10,10,10
10,10,10
10.16949153,10,10
10.16949153,9.836065574,10.16949153
10.16949153,10,10.16949153
10.16949153,10,10.16949153
10.16949153,10,10.16949153
10.16949153,9.836065574,10
10.16949153,10,10.16949153
10.16949153,10,10.16949153
10.16949153,10,10.16949153
10.16949153,9.836065574,10.16949153
10.16949153,10,10.16949153
10.16949153,10,10.16949153
10.16949153,9.836065574,10.16949153
10.16949153,10,10.16949153
10.16949153,10.16949153,10.16949153
10.34482759,10,10.16949153
10.16949153,10,10.16949153
10.34482759,10,10.16949153
10.34482759,10.16949153,10.16949153
10.34482759,10.16949153,10.16949153
10.34482759,10.16949153,10.16949153
18.75,10.16949153,10.16949153
10.34482759,9.836065574,10
10.34482759,10.16949153,10.16949153
10.16949153,10.16949153,10
10.16949153,10.16949153,10
10.34482759,10.16949153,10.16949153
10.34482759,10.16949153,10.16949153
10.34482759,10.16949153,10.16949153
10.16949153,10.16949153,10.16949153
10.16949153,10.16949153,10.16949153
10.34482759,10.16949153,10.16949153
10.34482759,10.16949153,10
9.523809524,9.836065574,10
9.523809524,9.836065574,10.16949153
10.16949153,10.16949153,10.34482759
10.34482759,10.16949153,10.34482759
10.34482759,10.16949153,10.16949153
9.836065574,9.836065574,10.16949153
9.836065574,9.836065574,10.16949153
10.16949153,10.16949153,10
10.16949153,10.16949153,10
10.16949153,10.16949153,10.08474576
10.16949153,10.16949153,10
10.34482759,10.16949153,10.16949153
10.16949153,10.16949153,10.34482759
10.16949153,10.16949153,10.34482759
10.34482759,10.16949153,10.34482759
10.16949153,10.16949153,10
10.16949153,10.16949153,10
10.34482759,10.16949153,10.34482759
10.34482759,10.16949153,10.16949153
10.16949153,10.16949153,10
10.16949153,10.16949153,10
10.34482759,10.16949153,10.16949153
10.34482759,10.16949153,10.34482759
9.836065574,10,10.16949153
9.836065574,9.836065574,10.16949153
9.836065574,9.836065574,10.16949153
10.34482759,10.16949153,10.34482759
10.34482759,10.16949153,10.34482759
10.34482759,10.16949153,10.34482759
10.34482759,10.16949153,10.34482759
18.18181818,10.16949153,10.34482759
19.35483871,10.34482759,10.34482759
10.34482759,10.16949153,10.16949153
10.34482759,10.16949153,10.34482759
10.34482759,10.16949153,10.34482759
10.34482759,10.16949153,10.34482759
10.16949153,10.16949153,10
10.16949153,10.16949153,10
20,10.16949153,10.34482759
10.52631579,10.34482759,10.34482759
10.52631579,10.34482759,10.34482759
18.75,10.34482759,10.34482759
10.34482759,10.34482759,10.16949153
10.34482759,10.34482759,10.16949153
18.75,10.34482759,10.34482759
10.52631579,10.34482759,10.34482759
10.52631579,10.34482759,10.34482759
10.16949153,10.16949153,10
10,10,10.16949153
10,10,10.34482759
10.34482759,10.34482759,10.34482759
10.52631579,10.16949153,10.34482759
10.34482759,10.34482759,10.34482759
10.34482759,10.34482759,10.34482759
10.52631579,10.34482759,10.34482759
10.52631579,10.34482759,10.34482759
19.35483871,10.34482759,10.34482759
10.52631579,10.34482759,10.34482759
10.52631579,10.16949153,10.34482759
10.34482759,10.34482759,10.34482759
10.34482759,10.34482759,10.34482759
18.75,10.16949153,10.34482759
10.52631579,10.34482759,10.34482759
10.34482759,10.34482759,10.34482759
10.34482759,10.34482759,10.34482759
10.34482759,10.16949153,10.34482759
10.52631579,10.34482759,10.34482759
10.52631579,10.34482759,10.34482759
20,10.52631579,10.52631579
20,10.34482759,10.34482759
21.42857143,10.34482759,10.34482759
19.35483871,10.34482759,10.34482759
10.34482759,10.34482759,10.16949153
10.34482759,10.52631579,10.34482759
10.34482759,10.34482759,10.16949153
10.34482759,10.52631579,10.34482759
10.34482759,10.43557169,10.34482759
10.34482759,10.34482759,10.34482759
10.34482759,10.52631579,10.34482759
10.34482759,10.34482759,10.34482759
10.34482759,10.34482759,10.34482759
10.34482759,10.34482759,10.34482759
10.34482759,10.52631579,10.16949153
10.34482759,10.52631579,10.34482759
19.35483871,10.52631579,10.34482759
10.34482759,10.34482759,10.16949153
10.34482759,10.34482759,10.16949153
10.16949153,10.34482759,10.34482759
5.309734513,9.090909091,8.955223881
4.633826336,2.429149798,3.243338008
5.263562909,9.090909091,8.823529412
10.16949153,9.836065574,9.836065574
10.16949153,9.836065574,10.16949153
10.34482759,9.836065574,10
10.16949153,10,10.16949153
10.16949153,9.836065574,10
10.16949153,9.836065574,10
10.16949153,10.16949153,10.25715956
10.16949153,10.16949153,10.16949153
10.16949153,10.16949153,10.34482759
10.16949153,10.16949153,10
10.16949153,9.836065574,9.523809524
10,9.677419355,9.523809524
10.16949153,9.677419355,9.375
10.16949153,9.677419355,9.375
10.16949153,9.836065574,9.836065574
10.16949153,9.230769231,9.090909091
10.16949153,9.230769231,9.090909091
10.16949153,9.523809524,9.302884615
10,9.677419355,9.375
10,9.523809524,9.375
10.16949153,9.523809524,9.375
10,9.375,9.375
10,9.375,9.230769231
10,9.523809524,9.375
10.16949153,9.523809524,9.375
10,9.677419355,9.523809524
10,9.836065574,9.677419355
10,9.836065574,9.523809524
10,9.375,9.230769231
10,9.677419355,9.523809524
10,9.836065574,9.836065574
10.16949153,9.836065574,9.836065574
10.16949153,9.836065574,9.836065574
10,9.523809524,9.375
10,9.230769231,9.090909091
10.16949153,9.230769231,9.090909091
10.16949153,9.523809524,9.375
10,9.375,9.375
10.16949153,9.677419355,9.677419355
10.16949153,9.836065574,9.677419355
10.16949153,10,9.677419355
10,9.677419355,9.677419355
10.16949153,9.677419355,9.523809524
10.16949153,9.677419355,9.523809524
10,9.836065574,9.523809524
10.16949153,10.16949153,10.16949153
10,10.16949153,10.16949153
10.16949153,10.16949153,10
10.16949153,10.16949153,10.16949153
9.836065574,10.16949153,9.836065574
10,10.16949153,10
10,10.34482759,10
10,9.836065574,9.836065574
10.16949153,9.836065574,9.836065574
10.16949153,10.16949153,10.16949153
10,10.16949153,10.16949153
10,10.16949153,10
10,10.34482759,10
10.16949153,10,9.836065574
10,10,9.677419355
10.16949153,10.34482759,10.16949153
10.16949153,10.34482759,10.16949153
10.16949153,10.34482759,10.16949153
3.333333333,5.94292439,2.709148728
3.297101449,5.94292439,2.709148728
9.160839161,10.16949153,9.375
10,9.836065574,9.836065574
10,9.836065574,9.836065574
9.836065574,9.836065574,9.836065574
9.677419355,9.836065574,9.677419355
9.677419355,9.836065574,9.677419355
9.523809524,9.836065574,9.523809524
9.375,9.836065574,9.230769231
9.375,9.677419355,9.230769231
9.523809524,9.677419355,9.375
9.230769231,9.523809524,8.955223881
9.090909091,9.523809524,8.955223881
9.230769231,9.523809524,9.090909091
9.230769231,9.523809524,9.523809524
9.230769231,9.677419355,9.523809524
9.230769231,9.523809524,8.955223881
9.160839161,9.523809524,8.955223881
9.090909091,9.523809524,8.955223881
9.090909091,9.523809524,8.955223881
9.375,9.836065574,9.230769231
9.090909091,9.677419355,9.090909091
8.955223881,9.523809524,8.955223881
9.090909091,9.375,8.955223881
9.230769231,9.375,8.955223881
9.677419355,10.16949153,9.836065574
10,10.16949153,10
10,10.16949153,10.16949153
10,10.16949153,10.16949153
9.836065574,10,9.836065574
10,10.16949153,10.16949153
10,10.16949153,10.16949153
9.677419355,10.16949153,10
9.836065574,10.16949153,10.16949153
9.677419355,10.16949153,9.836065574
9.523809524,9.836065574,9.836065574
9.677419355,10,9.677419355
9.523809524,10,9.523809524
9.523809524,10,9.836065574
9.523809524,9.836065574,9.523809524
9.375,9.677419355,9.230769231
9.375,9.677419355,9.677419355
9.375,9.677419355,9.230769231
9.375,9.756742464,9.230769231
9.836065574,10.16949153,9.836065574
10,10.34482759,10
10,10.16949153,10
10,10.16949153,10
10,10.16949153,10
10,10.16949153,10
9.677419355,10.16949153,10
9.836065574,10.16949153,10
9.836065574,10.16949153,9.836065574
9.677419355,10,9.677419355
9.677419355,10.16949153,9.677419355
9.677419355,10,9.836065574
9.677419355,10,9.836065574
9.677419355,10,9.677419355
9.523809524,9.375,9.449404762
9.523809524,9.375,9.523809524
9.523809524,9.836065574,9.523809524
9.523809524,9.836065574,9.375
9.523809524,10,9.523809524
9.375,9.230769231,8.955223881
9.090909091,2.429149798,5.769230769
9.090909091,8.955223881,9.090909091
10.16949153,10,10.16949153
10.16949153,10,10.16949153
10.16949153,10,10.16949153
